rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect2m_rbd;nalu_mate2m_rbd;prom_lect2m_rbd;prom_mate2m_rbd;dif_lect2m_rbd;dif_mate2m_rbd;difgru_lect2m_rbd;difgru_mate2m_rbd;sigdif_lect2m_rbd;sigdif_mate2m_rbd;siggru_lect2m_rbd;siggru_mate2m_rbd;marca_lect2m_rbd;marca_mate2m_rbd;marcadif_lect2m_rbd;marcadif_mate2m_rbd;palu_eda_ins_lect2m_rbd;palu_eda_ele_lect2m_rbd;palu_eda_ade_lect2m_rbd;palu_eda_ins_mate2m_rbd;palu_eda_ele_mate2m_rbd;palu_eda_ade_mate2m_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
16970;6;EDUCERE COLLEGE;9;DE LA ARAUCANÍA;91;CAUTÍN;9114;PITRUFQUÉN;93;Cautin Sur;3;2;3;1;18;22;271;280;;-16;;13;;0;;0;2;;1;;33.3;44.4;22.2;27.3;63.6;9.1;0;v12025;20260427;2m;2025
10721;2;ENGLISH COLLEGE;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13601;TALAGANTE;135;Talagante;3;2;2;1;69;63;266;270;-5;;26;;0;;1;;;2;;1;36.2;31.9;31.9;41.3;33.3;25.4;0;v12025;20260427;2m;2025
50;7;COLEGIO ADVENTISTA DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;3;2;3;1;36;35;267;315;5;12;11;48;0;0;1;1;;;;;33.3;30.6;36.1;20;34.3;45.7;0;v12025;20260427;2m;2025
25477;0;COLEGIO LA MISION;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13403;CALERA DE TANGO;132;Sur;4;3;5;2;53;47;301;366;36;45;13;37;1;1;1;1;;;;;7.5;30.2;62.3;8.5;8.5;83;0;v12025;20260427;2m;2025
591;6;COLEGIO INGLES CATOLICO;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;41;42;305;359;6;31;17;30;0;1;1;1;;;;;2.4;36.6;61;4.8;19;76.2;0;v12025;20260427;2m;2025
22231;3;COLEGIO DOMUS MATER;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;4;3;5;1;50;48;281;329;-10;1;-7;0;0;0;-1;0;;;;;18;36;46;14.6;25;60.4;0;v12025;20260427;2m;2025
10329;2;COLEGIO LIBERTADOR SAN MARTIN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13104;CONCHALÍ;137;Norte;3;2;1;1;62;47;247;241;-19;-11;19;8;-1;0;1;0;;;;;54.8;24.2;21;57.4;34;8.5;0;v12025;20260427;2m;2025
14657;9;COL EXPERIM.NINOS CANTORES DE VINA D;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;4;3;5;1;11;10;249;245;-35;;-39;;-1;;-1;;;2;;1;63.6;0;36.4;70;10;20;0;v12025;20260427;2m;2025
15739;2;COLEGIO CHIMBARONGO;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6303;CHIMBARONGO;62;Colchagua;3;2;2;1;63;60;238;230;-14;-5;-2;-17;-1;0;0;-1;;;;;60.3;30.2;9.5;68.3;25;6.7;0;v12025;20260427;2m;2025
3296;4;ESC.AGRIC.PART.SALESIANA DON BOSCO;7;DEL MAULE;74;LINARES;7401;LINARES;73;Linares;3;2;2;1;202;202;268;280;1;-21;28;33;0;-1;1;1;;;;;33.2;43.6;23.3;34.2;41.6;24.3;0;v12025;20260427;2m;2025
17903;5;SEBASTIAN SCHOOL;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;3;1;72;53;282;328;4;36;26;61;0;1;1;1;;;;;23.6;31.9;44.4;5.7;35.8;58.5;0;v12025;20260427;2m;2025
24498;8;COLEGIO SAN JOAQUIN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;3;2;3;1;39;38;289;360;-8;-22;33;93;0;-1;1;1;;;;;20.5;33.3;46.2;5.3;15.8;78.9;0;v12025;20260427;2m;2025
22506;1;COLEGIO PUMAHUE;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;4;3;5;1;90;88;322;349;24;5;34;20;1;0;1;1;;;;;1.1;15.6;83.3;5.7;20.5;73.9;0;v12025;20260427;2m;2025
4269;2;COLEGIO HISPANOAMERICANO;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;2;1;50;41;254;277;-14;;14;;-1;;1;;;2;;1;44;40;16;29.3;51.2;19.5;0;v12025;20260427;2m;2025
15676;0;COLEGIO HISPANO CHILENO EL PILAR;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;4;1;65;60;265;262;10;13;-5;-27;0;0;0;-1;;;;;33.8;32.3;33.8;41.7;41.7;16.7;0;v12025;20260427;2m;2025
19921;4;INSTITUTO CAMILO HENRIQUEZ;9;DE LA ARAUCANÍA;91;CAUTÍN;9120;VILLARRICA;93;Cautin Sur;3;2;3;1;31;26;250;299;2;11;-6;32;0;0;0;1;;;;;41.9;32.3;25.8;23.1;38.5;38.5;0;v12025;20260427;2m;2025
14348;0;COLEGIO ESPIRITU SANTO;5;DE VALPARAÍSO;56;SAN ANTONI;5601;SAN ANTONIO;54;San Antonio;3;2;2;1;66;68;246;248;17;-16;6;1;1;-1;1;0;;;;;51.5;28.8;19.7;54.4;35.3;10.3;0;v12025;20260427;2m;2025
379;4;LICEO FEDERICO VARELA;3;DE ATACAMA;32;CHAÑARAL;3201;CHAÑARAL;31;Copiapo - Chanaral;6;4;2;1;157;158;237;223;24;-2;-3;-24;1;0;0;-1;;;;;58.6;27.4;14;75.3;20.9;3.8;0;v12025;20260427;2m;2025
25185;2;COLEGIO PARTICULAR OZANAM;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;3;2;3;1;72;75;265;274;8;-2;9;7;0;0;1;0;;;;;38.9;31.9;29.2;40;38.7;21.3;0;v12025;20260427;2m;2025
1590;3;COLEGIO SALESIANO VALPARAISO;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;3;1;177;177;253;255;30;16;-3;-12;1;1;0;-1;;;;;40.7;36.2;23.2;50.8;35;14.1;0;v12025;20260427;2m;2025
8869;2;COLEGIO THE NEWLAND SCHOOL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13115;LO BARNECHEA;133;Oriente;4;3;5;1;76;76;293;355;3;14;5;26;0;1;1;1;;;;;13.2;34.2;52.6;1.3;17.1;81.6;0;v12025;20260427;2m;2025
15722;8;LICEO PARTICULAR CARDENAL RAUL SILVA H;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6305;NANCAGUA;62;Colchagua;3;2;3;1;43;44;283;322;5;13;27;55;0;0;1;1;;;;;25.6;34.9;39.5;11.4;36.4;52.3;0;v12025;20260427;2m;2025
5812;2;COLEGIO ALEMAN;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;4;3;5;1;53;55;303;335;48;25;15;6;1;1;1;1;;;;;5.7;26.4;67.9;9.1;21.8;69.1;0;v12025;20260427;2m;2025
22483;9;LICEO BICENTENARIO DE EXCELENCIA ALTAM;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;6;4;3;1;114;108;272;290;1;22;16;23;0;1;1;1;;;;;30.7;36.8;32.5;30.6;38;31.5;0;v12025;20260427;2m;2025
17860;8;COLEGIO SAN LUIS;8;DEL BIOBÍO;81;CONCEPCIÓN;8110;TALCAHUANO;83;Concepcion;3;2;2;1;38;38;218;203;-1;-16;-22;-44;0;0;-1;-1;;;;;76.3;18.4;5.3;84.2;15.8;0;0;v12025;20260427;2m;2025
1421;4;LICEO SAN ISIDRO;5;DE VALPARAÍSO;55;QUILLOTA;5504;LA CRUZ;51;Quillota - Petorca;3;2;2;1;26;32;239;229;-4;0;-1;-18;0;0;0;-1;;;;;61.5;26.9;11.5;75;18.8;6.3;0;v12025;20260427;2m;2025
17737;7;COLEGIO PARROQUIAL SAN JOSE;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;1;1;16;17;191;212;-20;-3;-37;-21;0;0;-1;0;;;;;87.5;12.5;0;88.2;11.8;0;0;v12025;20260427;2m;2025
40319;9;COLEGIO PART. SUB. CUMBRES DEL CHOAPA;4;DE COQUIMBO;42;CHOAPA;4204;SALAMANCA;43;Choapa;3;2;3;1;74;77;245;243;-1;-1;-11;-24;0;0;-1;-1;;;;;55.4;32.4;12.2;53.2;40.3;6.5;0;v12025;20260427;2m;2025
8938;9;COLEGIO POLIV. PROF. GUILLERMO GONZALE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;3;2;3;1;80;83;241;243;3;-4;-15;-24;0;0;-1;-1;;;;;50;35;15;55.4;36.1;8.4;0;v12025;20260427;2m;2025
1189;4;ESCUELA BASICA AURELIO DURAN ALMENDRO;5;DE VALPARAÍSO;54;PETORCA;5405;ZAPALLAR;51;Quillota - Petorca;2;1;3;2;17;18;238;246;;;-18;-21;;;-1;-1;;;1;1;64.7;17.6;17.6;44.4;50;5.6;0;v12025;20260427;2m;2025
3110;0;COMPLEJO EDUCACIONAL MAULE;7;DEL MAULE;71;TALCA;7105;MAULE;72;Talca;2;1;1;1;25;24;253;246;;;;;;;;;2;2;1;1;56;28;16;62.5;25;12.5;0;v12025;20260427;2m;2025
16509;3;COLEGIO CENTRO EDUCACIONAL VYGOTSKY;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;4;2;32;32;273;304;13;17;3;15;0;0;0;1;;;;;34.4;28.1;37.5;21.9;37.5;40.6;0;v12025;20260427;2m;2025
1444;3;LICEO MUNICIPAL JUAN RUSQUE PORTAL;5;DE VALPARAÍSO;55;QUILLOTA;5506;NOGALES;51;Quillota - Petorca;2;1;1;1;43;39;227;217;4;-16;-1;-16;0;0;0;-1;;;;;67.4;25.6;7;76.9;20.5;2.6;0;v12025;20260427;2m;2025
20445;5;COLEGIO WESTON ACADEMY;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13302;LAMPA;137;Norte;4;3;5;1;26;25;299;343;;15;11;14;;0;1;1;;;1;;7.7;34.6;57.7;16;24;60;0;v12025;20260427;2m;2025
24976;9;COLEGIO SAN FELIPE DIACONO;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13403;CALERA DE TANGO;132;Sur;4;3;5;1;36;40;279;307;6;-7;-9;-22;0;0;-1;-1;;;;;22.2;38.9;38.9;20;32.5;47.5;0;v12025;20260427;2m;2025
5002;4;ESCUELA JUAN JOSE LATORRE BENAVENTE;8;DEL BIOBÍO;81;CONCEPCIÓN;8102;CORONEL;83;Concepcion;6;4;1;2;18;17;216;211;16;21;-12;-22;0;0;-1;-1;;;;;72.2;22.2;5.6;82.4;17.6;0;0;v12025;20260427;2m;2025
14494;0;COLEGIO EVANGELICO LABRANZA DE DIOS;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;3;1;20;20;303;276;19;21;47;9;1;0;1;0;;;;;5;40;55;30;40;30;0;v12025;20260427;2m;2025
6336;3;COLEGIO SANTA CRUZ DE LONCOCHE;9;DE LA ARAUCANÍA;91;CAUTÍN;9109;LONCOCHE;93;Cautin Sur;3;2;2;1;71;71;234;222;-6;0;-6;-25;0;0;-1;-1;;;;;56.3;29.6;14.1;76.1;19.7;4.2;0;v12025;20260427;2m;2025
5666;9;LICEO CAMILO HENRIQUEZ DE TEMUCO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;3;1;289;299;249;280;8;13;-7;13;1;1;-1;1;;;;;44.6;37.7;17.6;27.1;48.8;24.1;0;v12025;20260427;2m;2025
1467;2;LICEO BICENTENARIO COLEGIO PASIÓN DE J;5;DE VALPARAÍSO;58;MARGA MARG;5802;LIMACHE;51;Quillota - Petorca;2;1;3;1;29;30;252;233;8;7;-4;-34;0;0;0;-1;;;;;37.9;37.9;24.1;70;16.7;13.3;0;v12025;20260427;2m;2025
14820;2;COLEGIO SANTA MARIA COLLEGE;5;DE VALPARAÍSO;57;SAN FELIPE;5706;SANTA MARÍA;52;San Felipe - Los Andes;3;2;2;1;27;28;237;229;-8;12;-3;-18;0;0;0;-1;;;;;66.7;22.2;11.1;75;14.3;10.7;0;v12025;20260427;2m;2025
3797;4;COLEGIO SAGRADO CORAZON DE JESUS;16;DE ÑUBLE;163;PUNILLA;16301;SAN CARLOS;161;Diguillín;3;2;2;1;108;106;244;271;-6;-1;4;24;0;0;0;1;;;;;53.7;25.9;20.4;41.5;33;25.5;0;v12025;20260427;2m;2025
24212;8;COLEGIO ALIANZA AUSTRAL DE COYHAIQUE;11;DE AYSÉN DEL GENERAL CARL;111;COYHAIQUE;11101;COYHAIQUE;111;Coyhaique;3;2;5;1;54;56;267;309;-7;13;-21;-20;0;0;-1;-1;;;;;31.5;37;31.5;16.1;37.5;46.4;0;v12025;20260427;2m;2025
12974;7;COLEGIO INGLES-ALEMAN;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;4;3;4;1;10;10;216;233;-22;11;-54;-56;0;0;-1;-1;;;;;80;20;0;90;10;0;0;v12025;20260427;2m;2025
9061;1;LICEO POLITECNICO A N° 60 PRESIDENTE M;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;5;2;3;1;66;65;228;252;9;21;-28;-15;0;1;-1;-1;;;;;63.6;27.3;9.1;55.4;27.7;16.9;0;v12025;20260427;2m;2025
25709;5;LINCOLN COLLEGE LA FLORIDA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;4;1;77;71;253;240;-18;-20;-17;-49;-1;-1;-1;-1;;;;;45.5;31.2;23.4;67.6;18.3;14.1;0;v12025;20260427;2m;2025
8892;7;COLEGIO SAN JUAN EVANGELISTA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;91;84;285;306;3;5;-3;-23;0;0;0;-1;;;;;20.9;29.7;49.5;21.4;36.9;41.7;0;v12025;20260427;2m;2025
2400;7;COLEGIO AMADA SOFIA GARCIA;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6104;COLTAUCO;61;Cachapoal;3;2;3;1;36;35;293;265;20;17;37;-2;1;0;1;0;;;;;25;19.4;55.6;42.9;31.4;25.7;0;v12025;20260427;2m;2025
3728;1;COLEGIO SAN BUENAVENTURA;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;3;1;44;43;269;277;6;11;13;10;0;0;1;1;;;;;34.1;29.5;36.4;39.5;41.9;18.6;0;v12025;20260427;2m;2025
25540;8;COLEGIO MONTE OLIVO DE PUENTE ALTO;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;2;1;64;61;249;283;16;31;9;36;1;1;1;1;;;;;45.3;28.1;26.6;32.8;32.8;34.4;0;v12025;20260427;2m;2025
9579;6;LICEO INDUSTRIAL DE SAN MIGUEL AGUSTIN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13129;SAN JOAQUÍN;131;Centro;5;2;2;1;149;158;230;245;-1;6;-10;-2;0;0;-1;0;;;;;63.1;26.8;10.1;56.3;34.2;9.5;0;v12025;20260427;2m;2025
9038;7;COLEGIO SAN LUIS DE LAS CONDES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;8;6;247;260;;;;;;;;;2;2;1;1;;;;;;;0;v12025;20260427;2m;2025
20153;7;COLEGIO PUCÓN;9;DE LA ARAUCANÍA;91;CAUTÍN;9115;PUCÓN;93;Cautin Sur;3;2;4;1;25;26;296;292;11;11;26;3;0;0;1;0;;;;;8;40;52;30.8;34.6;34.6;0;v12025;20260427;2m;2025
4292;7;ESCUELA SALTO EL LAJA;8;DEL BIOBÍO;83;BIOBÍO;8303;CABRERO;82;Bio Bio;2;1;1;2;14;14;244;278;-30;-20;16;45;-1;0;1;1;;;;;50;42.9;7.1;28.6;42.9;28.6;0;v12025;20260427;2m;2025
14866;0;COLEGIO ALTAZOR;5;DE VALPARAÍSO;51;VALPARAÍSO;5103;CONCÓN;53;Valparaiso - Isla de Pascua;3;2;4;1;69;70;261;276;16;-7;-9;-13;1;0;-1;-1;;;;;37.7;37.7;24.6;31.4;52.9;15.7;0;v12025;20260427;2m;2025
14202;6;LICEO BICENTENARIO COLEGIO PANQUEHUE;5;DE VALPARAÍSO;57;SAN FELIPE;5704;PANQUEHUE;52;San Felipe - Los Andes;2;1;1;1;25;22;253;254;9;35;25;21;0;1;1;1;;;;;36;52;12;50;45.5;4.5;0;v12025;20260427;2m;2025
8769;6;COLEGIO SANTA MARIA CERVELLON;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13108;INDEPENDENCIA;137;Norte;4;3;5;1;43;44;281;278;-3;-30;-7;-51;0;-1;0;-1;;;;;25.6;32.6;41.9;34.1;43.2;22.7;0;v12025;20260427;2m;2025
279;8;LICEO INDUSTRIAL EULOGIO GORDO MONEO;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;1;1;2;1;346;352;211;221;-11;5;-29;-26;-1;0;-1;-1;;;;;80.3;16.2;3.5;77.8;19;3.1;0;v12025;20260427;2m;2025
611;4;LICEO DIEGO PORTALES;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;6;4;2;1;98;99;242;232;3;21;2;-15;0;1;0;-1;;;;;54.1;37.8;8.2;66.7;28.3;5.1;0;v12025;20260427;2m;2025
9184;7;COLEGIO PRECIOSA SANGRE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;3;2;4;1;30;30;297;280;7;-11;27;-9;0;0;1;0;;;;;10;40;50;30;40;30;0;v12025;20260427;2m;2025
1607;1;COLEGIO TERESITA DE LISIEUX;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;2;1;24;26;245;240;-8;14;5;-7;0;0;0;0;;;;;58.3;29.2;12.5;61.5;34.6;3.8;0;v12025;20260427;2m;2025
25749;4;COLEGIO PART. ALICANTE DEL ROSAL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;4;1;209;203;308;365;6;14;38;76;0;1;1;1;;;;;4.3;27.8;67.9;2.5;14.3;83.3;0;v12025;20260427;2m;2025
6267;7;LICEO PARTICULAR SUBV.QUINQUE;9;DE LA ARAUCANÍA;91;CAUTÍN;9114;PITRUFQUÉN;93;Cautin Sur;3;2;2;2;8;8;251;219;20;;11;-28;0;;0;0;;;;2;;;;;;;0;v12025;20260427;2m;2025
10512;0;COLEGIO LOS AROMOS;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;4;3;4;1;20;22;253;274;-25;12;-17;-15;-1;0;-1;-1;;;;;45;30;25;36.4;45.5;18.2;0;v12025;20260427;2m;2025
31345;5;LICEO POLITÉCNICO LOS ARENALES;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;1;1;1;1;197;202;211;213;-10;2;-17;-20;-1;0;-1;-1;;;;;78.7;18.8;2.5;85.6;13.9;0.5;0;v12025;20260427;2m;2025
9078;6;LICEO LENKA FRANULIC;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;1;1;4;1;69;69;270;308;-21;-16;0;19;-1;-1;0;1;;;;;39.1;26.1;34.8;17.4;36.2;46.4;0;v12025;20260427;2m;2025
25855;5;LICEO BICENTENARIO CHACABUCO;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13301;COLINA;137;Norte;1;1;3;1;149;154;268;313;5;30;12;46;0;1;1;1;;;;;31.5;36.9;31.5;21.4;29.2;49.4;0;v12025;20260427;2m;2025
9410;2;ESCUELA  CONSOLIDADA DAVILA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13121;PEDRO AGUIRRE CERDA;131;Centro;6;4;2;1;25;30;207;220;;;;;;;;;2;2;1;1;80;20;0;83.3;13.3;3.3;0;v12025;20260427;2m;2025
15576;4;COLEGIO ARRAYANES;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6301;SAN FERNANDO;62;Colchagua;4;3;5;1;28;28;312;381;9;7;24;52;0;0;1;1;;;;;0;21.4;78.6;0;10.7;89.3;0;v12025;20260427;2m;2025
11199;6;COLEGIO LUIS CRUZ MARTINEZ;5;DE VALPARAÍSO;54;PETORCA;5401;LA LIGUA;51;Quillota - Petorca;2;1;2;1;49;49;240;263;2;15;0;16;0;0;0;1;;;;;57.1;22.4;20.4;40.8;49;10.2;0;v12025;20260427;2m;2025
2045;1;LICEO GABRIELA MISTRAL;5;DE VALPARAÍSO;56;SAN ANTONI;5601;SAN ANTONIO;54;San Antonio;3;2;4;1;38;39;277;270;7;8;7;-19;0;0;1;-1;;;;;31.6;31.6;36.8;46.2;25.6;28.2;0;v12025;20260427;2m;2025
8391;7;ESCUELA EUSEBIO IBAR SCHEPELER;11;DE AYSÉN DEL GENERAL CARL;112;AYSÉN;11202;CISNES;111;Coyhaique;6;4;1;2;20;20;225;223;24;-2;-3;-10;1;0;0;0;;;;;55;35;10;80;15;5;0;v12025;20260427;2m;2025
12719;1;LICEO PABLO NERUDA;1;DE TARAPACÁ;11;IQUIQUE;1107;ALTO HOSPICIO;11;Iquique;3;2;1;1;60;59;241;231;-16;-42;13;-2;-1;-1;1;0;;;;;56.7;26.7;16.7;71.2;27.1;1.7;0;v12025;20260427;2m;2025
1653;5;COLEGIO SAN VICENTE;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;3;1;33;35;224;226;-35;2;-32;-41;-1;0;-1;-1;;;;;66.7;24.2;9.1;68.6;25.7;5.7;0;v12025;20260427;2m;2025
6230;8;LICEO MUNICIPAL LA FRONTERA;9;DE LA ARAUCANÍA;91;CAUTÍN;9114;PITRUFQUÉN;93;Cautin Sur;2;1;1;1;28;27;239;218;2;-14;11;-15;0;0;1;0;;;;;64.3;25;10.7;81.5;18.5;0;0;v12025;20260427;2m;2025
3313;8;LICEO JUAN DE DIOS PUGA;7;DEL MAULE;74;LINARES;7408;YERBAS BUENAS;73;Linares;2;1;1;1;39;38;219;241;-18;22;-9;8;-1;0;-1;0;;;;;66.7;28.2;5.1;65.8;21.1;13.2;0;v12025;20260427;2m;2025
12573;3;COLEGIO MARIA REINA;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;4;1;53;48;231;228;13;6;-39;-61;1;0;-1;-1;;;;;67.9;24.5;7.5;70.8;25;4.2;0;v12025;20260427;2m;2025
22692;0;PATAGONIA COLLEGE;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;3;2;5;1;61;61;243;330;-35;25;-45;1;-1;1;-1;0;;;;;44.3;32.8;23;6.6;41;52.5;0;v12025;20260427;2m;2025
6708;3;LICEO GREGORIO URRUTIA;9;DE LA ARAUCANÍA;91;CAUTÍN;9106;GALVARINO;92;Cautin Norte;2;1;1;1;105;103;219;239;-9;-7;-9;6;0;0;-1;0;;;;;73.3;21;5.7;61.2;30.1;8.7;0;v12025;20260427;2m;2025
12032;4;COLEGIO CHOLGUAN;16;DE ÑUBLE;161;DIGUILLÍN;16109;YUNGAY;161;Diguillín;3;2;3;2;32;31;277;312;6;3;21;45;0;0;1;1;;;;;25;37.5;37.5;16.1;35.5;48.4;0;v12025;20260427;2m;2025
40064;5;COLEGIO ALTA CORDILLERA;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;3;1;33;33;250;253;21;25;-6;-14;1;1;0;-1;;;;;54.5;30.3;15.2;48.5;33.3;18.2;0;v12025;20260427;2m;2025
22752;8;LICEO BICENTENARIO DE EXCELENCIA AGRIC;14;DE LOS RÍOS;142;DEL RANCO;14201;LA UNIÓN;142;Ranco;3;2;1;2;121;107;258;279;2;-5;30;46;0;0;1;1;;;;;45.5;37.2;17.4;28;49.5;22.4;0;v12025;20260427;2m;2025
9270;3;COLEGIO VICTOR DOMINGO SILVA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;4;3;5;1;21;20;253;273;-10;-18;-35;-56;0;0;-1;-1;;;;;42.9;38.1;19;35;35;30;0;v12025;20260427;2m;2025
20090;5;COLEGIO LEONARDO DA VINCI SCHOOL;9;DE LA ARAUCANÍA;91;CAUTÍN;9114;PITRUFQUÉN;93;Cautin Sur;3;2;4;1;31;31;289;292;-5;9;19;3;0;0;1;0;;;;;9.7;45.2;45.2;19.4;48.4;32.3;0;v12025;20260427;2m;2025
5440;2;LICEO LUCILA GODOY ALCAYAGA;9;DE LA ARAUCANÍA;92;MALLECO;9210;TRAIGUÉN;91;Malleco;2;1;2;1;76;77;228;232;1;10;-12;-15;0;0;-1;-1;;;;;64.5;25;10.5;66.2;31.2;2.6;0;v12025;20260427;2m;2025
3127;5;ESCUELA AGRICOLA SAN JOSE DE DUAO;7;DEL MAULE;71;TALCA;7105;MAULE;72;Talca;5;2;1;1;96;94;226;237;4;17;-2;4;0;1;0;0;;;;;70.8;22.9;6.3;68.1;22.3;9.6;0;v12025;20260427;2m;2025
1504;0;LICEO TÉCNICO DE VALPARAÍSO;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;6;4;1;1;150;162;244;240;16;15;16;7;1;1;1;1;;;;;54.7;30;15.3;63;29;8;0;v12025;20260427;2m;2025
9957;0;LICEO INDUSTRIAL ALBERTO WIDMER;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;2;1;187;166;232;248;5;-7;-8;1;0;0;-1;0;;;;;63.1;26.7;10.2;52.4;40.4;7.2;0;v12025;20260427;2m;2025
11139;2;LICEO FERNANDO BINVIGNAT MARIN;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;6;4;2;1;151;138;224;217;4;6;-16;-30;0;0;-1;-1;;;;;72.2;19.9;7.9;77.5;20.3;2.2;0;v12025;20260427;2m;2025
565;7;COLEGIO ADVENTISTA LA SERENA;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;3;1;69;68;259;253;32;20;3;-14;1;1;0;-1;;;;;39.1;39.1;21.7;52.9;33.8;13.2;0;v12025;20260427;2m;2025
8978;8;COLEGIO DUNALASTAIR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;92;107;285;337;-4;-1;-3;8;0;0;0;1;;;;;20.7;29.3;50;5.6;28;66.4;0;v12025;20260427;2m;2025
