rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect8b_rbd;nalu_mate8b_rbd;nalu_hist8b_rbd;prom_lect8b_rbd;prom_mate8b_rbd;prom_hist8b_rbd;dif_lect8b_rbd;dif_mate8b_rbd;dif_hist8b_rbd;difgru_lect8b_rbd;difgru_mate8b_rbd;difgru_hist8b_rbd;sigdif_lect8b_rbd;sigdif_mate8b_rbd;sigdif_hist8b_rbd;siggru_lect8b_rbd;siggru_mate8b_rbd;siggru_hist8b_rbd;marca_lect8b_rbd;marca_mate8b_rbd;marca_hist8b_rbd;marcadif_lect8b_rbd;marcadif_mate8b_rbd;marcadif_hist8b_rbd;palu_eda_ins_lect8b_rbd;palu_eda_ele_lect8b_rbd;palu_eda_ade_lect8b_rbd;palu_eda_ins_mate8b_rbd;palu_eda_ele_mate8b_rbd;palu_eda_ade_mate8b_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
16589;1;COLEGIO EL QUILLAY;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;2;1;32;36;33;219;244;233;-24;-22;-38;-6;2;-3;-1;-1;-1;0;0;0;;;;;;;56.3;40.6;3.1;50;41.7;8.3;0;v12025;20260427;8b;2025
22234;8;COLEGIO SAN VICENTE DE PAUL;10;DE LOS LAGOS;103;OSORNO;10302;PUERTO OCTAY;103;Osorno;3;2;3;1;35;35;35;244;277;238;15;29;0;7;21;-10;1;1;0;1;1;-1;;;;;;;31.4;57.1;11.4;22.9;51.4;25.7;0;v12025;20260427;8b;2025
3711;7;COLEGIO DE LA PURISIMA CONCEPCION;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;3;1;59;61;59;261;269;274;-3;-12;14;24;13;26;0;-1;1;1;1;1;;;;;;;25.4;39;35.6;23;55.7;21.3;0;v12025;20260427;8b;2025
10873;1;LICEO MUNICIPAL SARA TRONCOSO TRONCOSO;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13502;ALHUÉ;135;Talagante;2;1;3;1;62;59;62;215;237;234;2;4;-2;-22;-19;-14;0;0;0;-1;-1;-1;;;;;;;58.1;38.7;3.2;54.2;40.7;5.1;0;v12025;20260427;8b;2025
2715;4;ESC.BASICA MERCEDES URZUA DIAZ;6;DEL LIBERTADOR BERNARDO OHIGGINS;62;CARDENAL C;6206;PAREDONES;63;Cardenal Caro;2;1;2;1;46;46;46;242;257;242;38;27;20;17;15;6;1;1;1;1;1;0;;;;;;;34.8;50;15.2;39.1;47.8;13;0;v12025;20260427;8b;2025
10140;0;ESCUELA PARTICULAR FRINGS COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13117;LO PRADO;134;Poniente;3;2;3;1;32;30;32;224;244;229;;-47;;-13;-12;-19;;-1;;-1;-1;-1;;;;1;;1;59.4;31.3;9.4;53.3;43.3;3.3;0;v12025;20260427;8b;2025
9473;0;ESCUELA BAS.PART.N 23 COLEGIO SANTA ANA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13130;SAN MIGUEL;131;Centro;3;2;3;1;27;28;26;248;251;258;27;12;14;11;-5;10;1;0;0;1;0;1;;;;;;;29.6;48.1;22.2;46.4;42.9;10.7;0;v12025;20260427;8b;2025
9144;8;ESCUELA BASICA MARTINEZ DE ROZAS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13122;PEÑALOLÉN;133;Oriente;3;2;2;1;45;45;44;245;266;269;8;1;28;20;24;33;0;0;1;1;1;1;;;;;;;37.8;42.2;20;26.7;48.9;24.4;0;v12025;20260427;8b;2025
6227;8;ESCUELA LAS AMERICAS;9;DE LA ARAUCANÍA;91;CAUTÍN;9114;PITRUFQUÉN;93;Cautin Sur;2;1;2;1;17;17;17;227;220;234;-1;9;37;2;-22;-2;0;0;1;0;-1;0;;;;;;;52.9;29.4;17.6;82.4;17.6;0;0;v12025;20260427;8b;2025
5726;6;COLEGIO MANUEL MONTT;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;2;1;37;36;37;222;240;229;4;18;13;-3;-2;-7;0;1;0;0;0;0;;;;;;;56.8;32.4;10.8;55.6;38.9;5.6;0;v12025;20260427;8b;2025
4730;9;ESCUELA ALONKURA;8;DEL BIOBÍO;81;CONCEPCIÓN;8112;HUALPÉN;83;Concepcion;2;1;3;1;36;36;36;234;245;243;24;19;10;-3;-11;-5;1;1;0;0;-1;0;;;;;;;50;38.9;11.1;47.2;47.2;5.6;0;v12025;20260427;8b;2025
17800;4;COLEGIO SYDNEY COLLEGE;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;3;1;68;70;68;255;279;258;-20;-14;-28;18;23;10;-1;-1;-1;1;1;1;;;;;;;27.9;44.1;27.9;21.4;47.1;31.4;0;v12025;20260427;8b;2025
1484;2;ESCUELA PARTICULAR INST. SANTA MARIA;5;DE VALPARAÍSO;58;MARGA MARG;5802;LIMACHE;51;Quillota - Petorca;3;2;4;1;68;68;68;230;270;242;-18;-11;-14;-20;-3;-20;-1;0;0;-1;0;-1;;;;;;;48.5;35.3;16.2;27.9;51.5;20.6;0;v12025;20260427;8b;2025
41773;4;COLEGIO NOVA TERRA LINDEROS;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;4;3;5;1;11;11;11;275;287;280;;;;1;-18;-9;;;;0;-1;0;;;;1;1;1;18.2;54.5;27.3;9.1;54.5;36.4;0;v12025;20260427;8b;2025
8454;9;INSTITUTO DON BOSCO;12;DE MAGALLANES Y DE LA ANTÁRTICA;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;3;2;3;1;65;67;65;228;251;243;3;10;13;-9;-5;-5;0;0;1;-1;0;0;;;;;;;50.8;33.8;15.4;46.3;44.8;9;0;v12025;20260427;8b;2025
22065;5;COLEGIO SAN FRANCISCO DE ASIS;10;DE LOS LAGOS;102;CHILOÉ;10201;CASTRO;102;Chiloe;3;2;3;1;79;84;79;225;262;232;-35;-20;-30;-12;6;-16;-1;-1;-1;-1;1;-1;;;;;;;48.1;43;8.9;33.3;54.8;11.9;0;v12025;20260427;8b;2025
7458;6;ESCUELA RURAL ÑADY;10;DE LOS LAGOS;103;OSORNO;10304;PUYEHUE;103;Osorno;2;1;3;2;5;4;5;268;259;249;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
12868;6;COLEGIO EBEN EZER;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;3;2;3;1;117;113;115;237;250;238;-27;-25;-23;0;-6;-10;-1;-1;-1;0;-1;-1;;;;;;;42.7;41;16.2;43.4;43.4;13.3;0;v12025;20260427;8b;2025
4753;8;ESCUELA BASICA PENINSULA DE TUMBES;8;DEL BIOBÍO;81;CONCEPCIÓN;8110;TALCAHUANO;83;Concepcion;2;1;2;2;12;11;12;186;237;208;-77;-18;-43;-39;-5;-28;-1;0;-1;-1;0;-1;;;;;;;83.3;16.7;0;54.5;45.5;0;0;v12025;20260427;8b;2025
5208;6;ESCUELA PARTICULAR LOS LINGUES;8;DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;84;Arauco;3;2;1;2;13;13;13;220;237;234;-16;0;-11;2;3;3;0;0;0;0;0;0;;;;;;;61.5;38.5;0;61.5;30.8;7.7;0;v12025;20260427;8b;2025
9187;1;ESC. PART. MARTA BRUNET;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13118;MACUL;133;Oriente;3;2;3;1;15;15;15;267;316;259;59;82;26;30;60;11;1;1;1;1;1;0;;;;;;;20;53.3;26.7;6.7;26.7;66.7;0;v12025;20260427;8b;2025
9430;7;CENTRO EDUC. PROVINCIA DE ÑUBLE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13129;SAN JOAQUÍN;131;Centro;6;4;3;1;49;50;50;250;249;248;18;5;15;13;-7;0;1;0;0;1;-1;0;;;;;;;26.5;51;22.4;54;38;8;0;v12025;20260427;8b;2025
774;9;COLEGIO PICHASCA;4;DE COQUIMBO;43;LIMARÍ;4305;RÍO HURTADO;42;Limari;2;1;1;2;26;27;26;212;220;224;-26;-18;-13;-6;-14;-7;-1;-1;0;0;-1;0;;;;;;;69.2;26.9;3.8;85.2;11.1;3.7;0;v12025;20260427;8b;2025
26001;0;COLEGIO ALICANTE DE LA FLORIDA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;4;1;110;111;110;264;308;279;-8;-9;-6;14;35;17;0;-1;0;1;1;1;;;;;;;23.6;40.9;35.5;6.3;39.6;54.1;0;v12025;20260427;8b;2025
4189;0;ESCUELA BASICA 11 DE SEPTIEMBRE;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;1;1;12;11;12;207;225;216;-29;-22;-18;-11;-9;-15;-1;0;0;0;0;0;;;;;;;75;16.7;8.3;81.8;9.1;9.1;0;v12025;20260427;8b;2025
4687;6;COLEGIO ALEMAN DE CONCEPCIÓN;8;DEL BIOBÍO;81;CONCEPCIÓN;8108;SAN PEDRO DE LA PAZ;83;Concepcion;4;3;5;1;88;89;87;277;314;282;-7;-11;-6;3;9;-7;0;-1;0;0;1;-1;;;;;;;11.4;47.7;40.9;1.1;36;62.9;0;v12025;20260427;8b;2025
2523;2;ESCUELA EL AMANECER;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6308;PLACILLA;62;Colchagua;6;4;2;2;11;11;11;205;220;224;;;;-20;-22;-12;;;;-1;-1;0;;;;2;2;2;72.7;27.3;0;72.7;27.3;0;0;v12025;20260427;8b;2025
10;8;ESCUELA REPUBLICA DE FRANCIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;6;4;2;1;13;14;13;219;228;245;-24;-17;-6;-6;-14;9;-1;0;0;0;-1;0;;;;;;;61.5;30.8;7.7;78.6;21.4;0;0;v12025;20260427;8b;2025
26476;8;COLEGIO LINCOLN COLLEGE HUECHURABA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13107;HUECHURABA;137;Norte;4;3;5;1;128;128;128;258;288;268;-2;-1;-2;-16;-17;-21;0;0;0;-1;-1;-1;;;;;;;24.2;46.9;28.9;13.3;47.7;39.1;0;v12025;20260427;8b;2025
8623;1;ESC. BAS. PART. TERESIANA DE SAN GABRIE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13108;INDEPENDENCIA;137;Norte;3;2;3;1;31;31;31;239;236;250;-13;-7;4;2;-20;2;0;0;0;0;-1;0;;;;;;;38.7;41.9;19.4;61.3;35.5;3.2;0;v12025;20260427;8b;2025
8666;5;COLEGIO SANTA ISABEL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;3;2;3;1;36;36;35;231;239;246;-24;-26;-4;-6;-17;-2;-1;-1;0;0;-1;0;;;;;;;55.6;27.8;16.7;61.1;36.1;2.8;0;v12025;20260427;8b;2025
9164;2;LICEO POLITEC.PARTICULAR CARMEN ARRIARA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13122;PEÑALOLÉN;133;Oriente;3;2;3;1;26;33;29;245;243;233;35;3;-7;8;-13;-15;1;0;0;1;-1;-1;;;;;;;34.6;46.2;19.2;57.6;36.4;6.1;0;v12025;20260427;8b;2025
6459;9;ESC. BASICA ANTONIO LADINO;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;6;4;1;2;6;6;6;246;273;252;5;32;12;28;39;21;0;1;0;1;1;0;;;;;;;;;;;;;0;v12025;20260427;8b;2025
2174;1;COLEGIO SANTO TOMAS;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;3;1;50;49;50;210;239;231;-24;-18;-11;-27;-17;-17;-1;-1;0;-1;-1;-1;;;;;;;62;26;12;55.1;34.7;10.2;0;v12025;20260427;8b;2025
5228;0;ESCUELA VILLA HUEQUEN;9;DE LA ARAUCANÍA;92;MALLECO;9201;ANGOL;91;Malleco;2;1;1;1;25;23;25;230;248;242;13;22;23;12;14;11;0;1;1;1;1;1;;;;;;;44;52;4;43.5;47.8;8.7;0;v12025;20260427;8b;2025
6725;3;ESCUELA DE HUAMPOMALLIN;9;DE LA ARAUCANÍA;91;CAUTÍN;9106;GALVARINO;92;Cautin Norte;2;1;2;2;5;5;5;258;297;270;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
4561;6;LICEO JUAN MARTINEZ DE ROZAS;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;6;4;4;1;7;7;7;198;210;218;;;;;;;;;;;;;2;2;2;1;1;1;;;;;;;0;v12025;20260427;8b;2025
10638;0;LICEO 131;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;1;1;3;1;200;203;202;197;221;218;-13;-20;-2;-40;-35;-30;-1;-1;0;-1;-1;-1;;;;;;;73;21.5;5.5;73.9;24.1;2;0;v12025;20260427;8b;2025
7415;2;INSTITUTO ALEMAN DE OSORNO;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;4;3;5;1;51;56;51;292;321;318;12;21;30;18;16;29;0;1;1;1;1;1;;;;;;;3.9;37.3;58.8;0;28.6;71.4;0;v12025;20260427;8b;2025
8497;2;LICEO GABRIELA MISTRAL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13108;INDEPENDENCIA;137;Norte;2;1;3;1;68;62;67;207;241;228;-31;21;-21;-30;-15;-20;-1;1;-1;-1;-1;-1;;;;;;;60.3;35.3;4.4;54.8;38.7;6.5;0;v12025;20260427;8b;2025
31219;3;COLEGIO VERSALLES;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;3;1;47;48;47;230;241;219;-4;-12;-32;-7;-15;-29;0;0;-1;-1;-1;-1;;;;;;;51.1;29.8;19.1;50;45.8;4.2;0;v12025;20260427;8b;2025
2005;2;ESCUELA BASICA LAGUNILLAS;5;DE VALPARAÍSO;51;VALPARAÍSO;5102;CASABLANCA;53;Valparaiso - Isla de Pascua;2;1;2;1;18;18;18;239;249;230;32;42;14;14;7;-6;1;1;0;1;0;0;;;;;;;38.9;38.9;22.2;38.9;61.1;0;0;v12025;20260427;8b;2025
8105;1;LICEO BICENTENARIO DE ANCUD;10;DE LOS LAGOS;102;CHILOÉ;10202;ANCUD;102;Chiloe;6;4;3;1;26;30;27;226;238;238;-9;-24;-10;-11;-18;-10;0;-1;0;-1;-1;0;;;;;;;53.8;30.8;15.4;60;36.7;3.3;0;v12025;20260427;8b;2025
8603;7;CENTRO EDUCATIVO SALESIANOS ALAMEDA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;3;2;4;1;159;157;159;238;269;255;-12;-23;-10;-12;-4;-7;-1;-1;-1;-1;0;-1;;;;;;;44;33.3;22.6;31.8;44.6;23.6;0;v12025;20260427;8b;2025
9599;0;LICEO MUNICIPAL PURKUYEN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13131;SAN RAMÓN;132;Sur;6;4;2;1;18;20;18;235;245;233;20;6;26;10;3;-3;1;0;1;1;0;0;;;;;;;50;22.2;27.8;50;35;15;0;v12025;20260427;8b;2025
4275;7;ESCUELA PARTICULAR LA VICTORIA;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;2;2;26;24;26;205;229;236;-3;2;25;-20;-13;0;0;0;1;-1;-1;0;;;;;;;65.4;23.1;11.5;62.5;37.5;0;0;v12025;20260427;8b;2025
22191;0;COLEGIO EMPRENDER OSORNO;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;3;2;3;2;74;73;74;245;267;254;0;7;-11;8;11;6;0;0;0;1;1;1;;;;;;;32.4;52.7;14.9;30.1;52.1;17.8;0;v12025;20260427;8b;2025
7086;6;ESCUELA RURAL COIHUECO;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;6;4;1;2;5;5;5;239;237;256;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
551;7;ESCUELA DE LAS ROJAS;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;6;4;2;2;15;15;15;234;238;258;-16;-26;-16;9;-4;22;0;-1;0;1;0;1;;;;;;;46.7;53.3;0;80;20;0;0;v12025;20260427;8b;2025
13535;6;COLEGIO CERRO GRANDE;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;4;1;58;59;58;262;276;270;6;0;-4;12;3;8;0;0;0;1;0;1;;;;;;;24.1;43.1;32.8;20.3;52.5;27.1;0;v12025;20260427;8b;2025
11414;6;ESCUELA MIGUEL DE CERVANTES;8;DEL BIOBÍO;81;CONCEPCIÓN;8103;CHIGUAYANTE;83;Concepcion;3;2;1;1;5;5;5;190;230;216;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
3256;5;ESCUELA RAMON BELMAR SALDIAS;7;DEL MAULE;74;LINARES;7401;LINARES;73;Linares;2;1;3;1;51;51;51;249;261;264;-7;-2;0;12;5;16;0;0;0;1;0;1;;;;;;;39.2;31.4;29.4;35.3;49;15.7;0;v12025;20260427;8b;2025
25523;8;CARDENAL JUAN FRANCISCO FRESNO LARRAIN;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;2;1;103;103;103;247;276;265;8;6;17;22;34;29;0;0;1;1;1;1;;;;;;;33;42.7;24.3;35.9;31.1;33;0;v12025;20260427;8b;2025
24206;3;CENTRO INTEGRAL DE EDUCACIÓN ALBORADA;11;DE AYSÉN DEL GENERAL CARLOS IBAÑ;111;COYHAIQUE;11101;COYHAIQUE;111;Coyhaique;3;2;3;1;100;96;100;257;263;265;-4;-13;-7;20;7;17;0;-1;0;1;1;1;;;;;;;28;45;27;32.3;53.1;14.6;0;v12025;20260427;8b;2025
7976;6;ESCUELA BERNARDO PHILIPPI;10;DE LOS LAGOS;101;LLANQUIHUE;10105;FRUTILLAR;101;Llanquihue;6;4;3;1;32;32;32;245;270;246;-10;12;-11;8;14;-2;0;0;0;1;1;0;;;;;;;37.5;37.5;25;34.4;37.5;28.1;0;v12025;20260427;8b;2025
25288;3;ESC. BAS. Y ESP. CENTRO INTEGRAL ALTAIR;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13302;LAMPA;137;Norte;3;2;2;1;30;31;30;220;233;230;-10;-22;-16;-5;-9;-6;0;-1;0;0;-1;0;;;;;;;60;23.3;16.7;64.5;29;6.5;0;v12025;20260427;8b;2025
10226;1;ESCUELA PARTICULAR SAN GENARO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;3;2;2;1;60;60;60;220;260;255;3;-8;16;-5;18;19;0;0;1;0;1;1;;;;;;;61.7;28.3;10;38.3;48.3;13.3;0;v12025;20260427;8b;2025
731;5;ESCUELA EL TRAPICHE;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;2;1;1;2;3;3;3;175;196;200;;;;;;;;;;;;;;;;2;1;2;;;;;;;0;v12025;20260427;8b;2025
1570;9;ESCUELA BASICA CIRUJANO VIDELA;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;6;4;1;1;19;22;19;186;222;218;-43;-3;-3;-32;-12;-13;-1;0;0;-1;-1;0;;;;;;;78.9;21.1;0;86.4;13.6;0;0;v12025;20260427;8b;2025
2566;6;ESCUELA MUNICIPAL DE CUNACO;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6305;NANCAGUA;62;Colchagua;6;4;1;2;24;26;24;201;218;215;-10;-14;-20;-17;-16;-16;0;0;-1;-1;-1;-1;;;;;;;70.8;29.2;0;80.8;19.2;0;0;v12025;20260427;8b;2025
2652;2;ESCUELA CIRUELOS;6;DEL LIBERTADOR BERNARDO OHIGGINS;62;CARDENAL C;6201;PICHILEMU;63;Cardenal Caro;2;1;4;2;9;8;8;222;242;239;;;;-28;-31;-23;;;;-1;-1;-1;;;;1;1;1;;;;;;;0;v12025;20260427;8b;2025
7372;5;ESCUELA RURAL CANCHA LARGA;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;2;1;2;2;8;8;8;208;212;226;;;;-17;-30;-10;;;;-1;-1;0;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
253;4;COLEGIO ADVENTISTA DE CALAMA;2;DE ANTOFAGASTA;22;EL LOA;2201;CALAMA;22;El Loa;3;2;4;1;72;75;72;247;262;262;-8;-4;15;-3;-11;0;0;0;1;0;-1;0;;;;;;;38.9;37.5;23.6;33.3;50.7;16;0;v12025;20260427;8b;2025
12241;6;COLEGIO CORAZON DE JESUS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;3;2;3;1;37;37;37;243;249;251;0;-18;9;6;-7;3;0;-1;0;1;-1;0;;;;;;;37.8;43.2;18.9;40.5;51.4;8.1;0;v12025;20260427;8b;2025
24684;0;ESCUELA PARTICULAR QUILLAHUE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;21;22;21;235;257;251;-7;-19;9;-2;1;3;0;-1;0;0;0;0;;;;;;;42.9;42.9;14.3;36.4;54.5;9.1;0;v12025;20260427;8b;2025
8995;8;COLEGIO SANTIAGO COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13115;LO BARNECHEA;133;Oriente;4;3;5;1;127;126;128;282;324;294;14;4;17;8;19;5;1;0;1;1;1;1;;;;;;;6.3;46.5;47.2;2.4;25.4;72.2;0;v12025;20260427;8b;2025
4667;1;COLEGIO SAN PATRICIO;8;DEL BIOBÍO;81;CONCEPCIÓN;8103;CHIGUAYANTE;83;Concepcion;3;2;3;1;68;70;68;238;257;236;14;-4;-2;1;1;-12;1;0;0;0;0;-1;;;;;;;44.1;38.2;17.6;38.6;42.9;18.6;0;v12025;20260427;8b;2025
4581;0;ESCUELA OSCAR CASTRO ZUNIGA;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;6;4;4;1;11;10;10;198;225;268;12;11;57;-52;-48;6;0;0;1;-1;-1;0;;;;;;;81.8;18.2;0;70;30;0;0;v12025;20260427;8b;2025
16569;7;COLEGIO LOS HEROES;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;2;1;15;15;15;220;244;222;-1;3;-31;-5;2;-14;0;0;-1;0;0;0;;;;;;;53.3;33.3;13.3;66.7;26.7;6.7;0;v12025;20260427;8b;2025
2958;0;ESCUELA JOSE ABELARDO NUNEZ;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;2;1;1;1;24;25;24;203;240;225;-11;-11;10;-15;6;-6;0;0;0;-1;0;0;;;;;;;79.2;20.8;0;44;56;0;0;v12025;20260427;8b;2025
10618;6;INSTITUTO SAN PABLO MISIONERO;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;3;2;4;1;151;153;150;253;275;255;12;-10;-10;3;2;-7;1;-1;-1;0;0;-1;;;;;;;26.5;46.4;27.2;22.2;47.7;30.1;0;v12025;20260427;8b;2025
8019;5;ESCUELA RURAL QUILQUICO;10;DE LOS LAGOS;102;CHILOÉ;10201;CASTRO;102;Chiloe;6;4;3;2;9;9;9;251;248;261;-3;13;-2;14;-8;13;0;0;0;1;0;0;;;;;;;;;;;;;0;v12025;20260427;8b;2025
9685;7;ESCUELA BASICA PARTIC ESTRELLA DE CHILE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;3;2;3;1;21;21;21;253;250;249;-13;-3;6;16;-6;1;0;0;0;1;0;0;;;;;;;14.3;66.7;19;42.9;57.1;0;0;v12025;20260427;8b;2025
3691;9;ESCUELA PAUL HARRIS;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;2;1;2;2;4;4;4;203;222;232;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
10183;4;ESCUELA PARTICULAR CARLOS PEZOA VELIZ;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13103;CERRO NAVIA;134;Poniente;3;2;2;1;19;19;19;252;235;237;23;5;-10;27;-7;1;1;0;0;1;0;0;;;;;;;26.3;42.1;31.6;68.4;21.1;10.5;0;v12025;20260427;8b;2025
25331;6;ESCUELA BASICA PART. CRISTIANO DE LOS H;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;2;1;22;22;22;248;270;251;6;4;16;23;28;15;0;0;0;1;1;1;;;;;;;36.4;31.8;31.8;27.3;45.5;27.3;0;v12025;20260427;8b;2025
14511;4;COLEGIO SANTA BARBARA DE LA REINA;5;DE VALPARAÍSO;51;VALPARAÍSO;5102;CASABLANCA;53;Valparaiso - Isla de Pascua;3;2;2;1;22;23;22;223;258;270;-3;13;50;-2;16;34;0;0;1;0;1;1;;;;;;;59.1;27.3;13.6;34.8;39.1;26.1;0;v12025;20260427;8b;2025
7627;9;LICEO DE HOMBRES MANUEL MONTT;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;3;1;37;37;37;223;241;259;-21;-28;4;-14;-15;11;-1;-1;0;-1;-1;1;;;;;;;54.1;32.4;13.5;48.6;45.9;5.4;0;v12025;20260427;8b;2025
10332;2;ESCUELA PARTICULAR EL CARMEN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13104;CONCHALÍ;137;Norte;3;2;3;1;107;107;107;252;256;250;3;-13;10;15;0;2;0;-1;0;1;0;0;;;;;;;23.4;57;19.6;42.1;46.7;11.2;0;v12025;20260427;8b;2025
25480;0;COLEGIO JOSE LUIS LEGRANGE DE LA CISTER;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13109;LA CISTERNA;132;Sur;3;2;4;1;40;41;40;247;277;283;6;18;47;-3;4;21;0;1;1;0;0;1;;;;;;;32.5;47.5;20;29.3;36.6;34.1;0;v12025;20260427;8b;2025
7478;0;ESCUELA RURAL LAS CASCADAS;10;DE LOS LAGOS;103;OSORNO;10302;PUERTO OCTAY;103;Osorno;2;1;1;2;16;16;16;231;239;262;-11;-29;10;13;5;31;0;-1;0;1;0;1;;;;;;;43.8;37.5;18.8;62.5;31.3;6.3;0;v12025;20260427;8b;2025
9642;3;ESCUELA PARTICULAR TTE.DAGOBERTO GODOY;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;3;2;2;1;120;114;119;218;235;232;-13;-37;-6;-7;-7;-4;-1;-1;0;-1;-1;0;;;;;;;54.2;35;10.8;60.5;34.2;5.3;0;v12025;20260427;8b;2025
11806;0;ESCUELA BASICA PARTICULAR ARMI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13131;SAN RAMÓN;132;Sur;3;2;2;1;4;4;4;202;226;238;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
