rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect8b_rbd;nalu_mate8b_rbd;nalu_hist8b_rbd;prom_lect8b_rbd;prom_mate8b_rbd;prom_hist8b_rbd;dif_lect8b_rbd;dif_mate8b_rbd;dif_hist8b_rbd;difgru_lect8b_rbd;difgru_mate8b_rbd;difgru_hist8b_rbd;sigdif_lect8b_rbd;sigdif_mate8b_rbd;sigdif_hist8b_rbd;siggru_lect8b_rbd;siggru_mate8b_rbd;siggru_hist8b_rbd;marca_lect8b_rbd;marca_mate8b_rbd;marca_hist8b_rbd;marcadif_lect8b_rbd;marcadif_mate8b_rbd;marcadif_hist8b_rbd;palu_eda_ins_lect8b_rbd;palu_eda_ele_lect8b_rbd;palu_eda_ade_lect8b_rbd;palu_eda_ins_mate8b_rbd;palu_eda_ele_mate8b_rbd;palu_eda_ade_mate8b_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
13388;4;COLEGIO SANTO TOMAS LA SERENA;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;4;1;64;64;63;259;279;274;-4;-20;8;9;6;12;0;-1;0;1;1;1;;;;;;;18.8;56.3;25;25;43.8;31.3;0;v12025;20260427;8b;2025
2525;9;COLEGIO BASICO CONSOLIDADO;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6305;NANCAGUA;62;Colchagua;6;4;1;1;29;30;29;200;230;215;4;17;2;-18;-4;-16;0;0;0;-1;0;-1;;;;;;;69;24.1;6.9;63.3;33.3;3.3;0;v12025;20260427;8b;2025
3023;6;ESCUELA FLAVIO PAVEZ GONZALEZ;7;DEL MAULE;71;TALCA;7106;PELARCO;72;Talca;2;1;1;2;6;6;6;200;231;193;-39;-31;-64;-18;-3;-38;-1;-1;-1;0;0;-1;;;;;;;;;;;;;0;v12025;20260427;8b;2025
129;5;LICEO SUPERIOR GABRIELA MISTRAL;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;3;1;24;24;24;215;237;226;-34;17;-26;-22;-19;-22;-1;0;-1;-1;-1;-1;;;;;;;58.3;25;16.7;62.5;29.2;8.3;0;v12025;20260427;8b;2025
9781;0;CENTRO POLITECNICO PARTICULAR SAN RAMON;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13109;LA CISTERNA;132;Sur;3;2;2;1;18;18;18;226;224;218;;;;;;;;;;;;;2;2;2;1;1;1;55.6;44.4;0;77.8;22.2;0;0;v12025;20260427;8b;2025
5539;5;ESCUELA DE LOS SAUCES;9;DE LA ARAUCANÍA;92;MALLECO;9206;LOS SAUCES;91;Malleco;2;1;2;1;22;22;22;226;243;238;-20;-2;-23;1;1;2;-1;0;-1;0;0;0;;;;;;;54.5;40.9;4.5;50;45.5;4.5;0;v12025;20260427;8b;2025
1125;8;ESCUELA DIEGO PORTALES;5;DE VALPARAÍSO;54;PETORCA;5401;LA LIGUA;51;Quillota - Petorca;2;1;1;1;7;7;8;232;270;243;;;;;;;;;;;;;2;2;2;1;1;1;;;;;;;0;v12025;20260427;8b;2025
1792;2;COLEGIO DE LOS SAGRADOS CORAZONES (ALVA;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;4;3;5;1;37;38;37;242;262;245;-16;-21;-30;-32;-43;-44;-1;-1;-1;-1;-1;-1;;;;;;;45.9;29.7;24.3;34.2;50;15.8;0;v12025;20260427;8b;2025
8762;9;COLEGIO SANTA ELENA CARMELITAS MISIONER;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;4;3;5;1;26;27;26;271;276;275;-15;-17;-41;-3;-29;-14;0;-1;-1;0;-1;-1;;;;;;;15.4;46.2;38.5;18.5;59.3;22.2;0;v12025;20260427;8b;2025
22373;5;ESCUELA PARTICULAR MILLARAY;14;DE LOS RÍOS;141;VALDIVIA;14106;MARIQUINA;141;Valdivia;3;2;1;2;6;7;6;268;268;262;;38;;;34;;;1;;;1;;2;;2;1;;1;;;;;;;0;v12025;20260427;8b;2025
6770;9;COLEGIO BICENTENARIO DE MUSICA JUAN SEB;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;6;4;4;1;34;34;34;258;259;274;-9;-14;8;8;-14;12;0;0;0;1;-1;1;;;;;;;29.4;38.2;32.4;44.1;35.3;20.6;0;v12025;20260427;8b;2025
106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS COND;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;5;2;2;1;23;27;23;176;219;205;-33;1;-4;-49;-23;-31;-1;0;0;-1;-1;-1;;;;;;;87;13;0;85.2;14.8;0;0;v12025;20260427;8b;2025
11467;7;ESCUELA PARTICULAR VILCUN;9;DE LA ARAUCANÍA;91;CAUTÍN;9119;VILCÚN;92;Cautin Norte;3;2;2;1;43;44;41;218;244;234;9;4;19;-7;2;-2;0;0;0;-1;0;0;;;;;;;65.1;25.6;9.3;56.8;36.4;6.8;0;v12025;20260427;8b;2025
25078;3;ESCUELA PART.COMANDANTE CARLOS CONDELL;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;6;4;1;1;38;40;38;205;226;216;7;9;0;-13;-8;-15;0;0;0;-1;-1;-1;;;;;;;78.9;18.4;2.6;70;27.5;2.5;0;v12025;20260427;8b;2025
12655;1;COLEGIO SAN PEDRO;1;DE TARAPACÁ;11;IQUIQUE;1107;ALTO HOSPICIO;11;Iquique;3;2;2;1;77;76;76;210;222;215;-31;-50;-35;-15;-20;-21;-1;-1;-1;-1;-1;-1;;;;;;;63.6;29.9;6.5;78.9;19.7;1.3;0;v12025;20260427;8b;2025
9993;7;ESCUELA INGLATERRA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;1;1;3;1;80;80;80;236;246;231;13;5;-7;-1;-10;-17;1;0;0;0;-1;-1;;;;;;;42.5;42.5;15;52.5;37.5;10;0;v12025;20260427;8b;2025
3999;3;ESCUELA BASICA HEROES DEL ITATA;16;DE ÑUBLE;161;DIGUILLÍN;16107;QUILLÓN;161;Diguillín;2;1;1;1;31;30;31;206;211;227;-22;-37;-8;-12;-23;-4;-1;-1;0;-1;-1;0;;;;;;;67.7;29;3.2;86.7;13.3;0;0;v12025;20260427;8b;2025
1337;4;ESCUELA HEROES DE IQUIQUE;5;DE VALPARAÍSO;57;SAN FELIPE;5703;LLAILLAY;52;San Felipe - Los Andes;2;1;1;1;9;9;9;216;225;218;15;20;4;-2;-9;-13;0;0;0;0;0;0;;;;;;;;;;;;;0;v12025;20260427;8b;2025
10491;4;ESCUELA SANTA JOAQUINA DE VEDRUNA;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;4;1;65;65;64;262;268;262;-6;-36;-12;12;-5;0;0;-1;0;1;-1;0;;;;;;;21.5;41.5;36.9;29.2;52.3;18.5;0;v12025;20260427;8b;2025
40395;4;COLEGIO JOHN WALL HOLCOMB;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;3;2;3;1;51;54;50;226;230;241;-26;-35;-13;-11;-26;-7;-1;-1;0;-1;-1;-1;;;;;;;49;37.3;13.7;66.7;27.8;5.6;0;v12025;20260427;8b;2025
25788;5;ESCUELA BASICA ANA FRANK;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;6;4;3;1;57;54;57;230;240;247;8;5;22;-7;-16;-1;0;0;1;-1;-1;0;;;;;;;43.9;40.4;15.8;61.1;31.5;7.4;0;v12025;20260427;8b;2025
25247;6;COLEGIO ALICURA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13122;PEÑALOLÉN;133;Oriente;1;1;1;1;12;11;12;193;201;219;9;-2;21;-25;-33;-12;0;0;0;-1;-1;0;;;;;;;75;16.7;8.3;81.8;18.2;0;0;v12025;20260427;8b;2025
16634;0;COLEGIO POLITECNICO AQUELARRE;7;DEL MAULE;73;CURICÓ;7308;TENO;71;Curico;3;2;2;1;83;86;83;264;296;277;13;8;9;39;54;41;1;0;0;1;1;1;;;;;;;24.1;47;28.9;14;41.9;44.2;0;v12025;20260427;8b;2025
10640;2;COLEGIO DE MAIPO;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;1;1;2;1;74;82;80;197;228;213;-4;7;-12;-28;-14;-23;0;0;0;-1;-1;-1;;;;;;;79.7;16.2;4.1;63.4;35.4;1.2;0;v12025;20260427;8b;2025
9283;5;ESCUELA BELLAVISTA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;1;1;3;1;105;110;106;226;248;230;-14;-14;-20;-11;-8;-18;-1;-1;-1;-1;-1;-1;;;;;;;46.7;45.7;7.6;50;35.5;14.5;0;v12025;20260427;8b;2025
9950;3;COLEGIO EL REDENTOR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;66;62;67;255;281;268;3;1;12;18;25;20;0;0;0;1;1;1;;;;;;;25.8;47;27.3;21;46.8;32.3;0;v12025;20260427;8b;2025
25098;8;ESC. BAS. EJERCITO DE SALVACION;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13124;PUDAHUEL;134;Poniente;3;2;2;1;12;12;12;252;257;268;;;;27;15;32;;;;1;1;1;;;;1;1;1;33.3;41.7;25;41.7;50;8.3;0;v12025;20260427;8b;2025
1294;7;COLEGIO PARTICULAR PUMANQUE;5;DE VALPARAÍSO;57;SAN FELIPE;5701;SAN FELIPE;52;San Felipe - Los Andes;3;2;3;1;34;34;34;263;281;280;4;-6;15;26;25;32;0;0;1;1;1;1;;;;;;;17.6;61.8;20.6;14.7;67.6;17.6;0;v12025;20260427;8b;2025
25121;6;COLEGIO SAN ANTONIO DE COLINA;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13301;COLINA;137;Norte;3;2;2;1;131;134;130;234;257;251;-25;-38;-25;9;15;15;-1;-1;-1;1;1;1;;;;;;;45.8;42;12.2;42.5;46.3;11.2;0;v12025;20260427;8b;2025
4563;2;COLEGIO REPÚBLICA DEL ECUADOR;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;6;4;2;1;13;14;13;221;252;225;6;13;1;-4;10;-11;0;0;0;0;0;0;;;;;;;53.8;38.5;7.7;50;42.9;7.1;0;v12025;20260427;8b;2025
9973;2;COLEGIO SANTA URSULA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;5;1;26;27;26;280;290;289;7;6;6;6;-15;0;0;0;0;0;-1;0;;;;;;;11.5;46.2;42.3;11.1;55.6;33.3;0;v12025;20260427;8b;2025
1145;2;ESCUELA ENRIQUE DOLL ROJAS;5;DE VALPARAÍSO;54;PETORCA;5401;LA LIGUA;51;Quillota - Petorca;2;1;2;2;3;3;3;226;223;217;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
1858;9;COLEGIO DON ORIONE;5;DE VALPARAÍSO;51;VALPARAÍSO;5107;QUINTERO;53;Valparaiso - Isla de Pascua;3;2;3;1;83;81;83;238;253;247;-1;-12;5;1;-3;-1;0;-1;0;0;0;0;;;;;;;39.8;47;13.3;44.4;45.7;9.9;0;v12025;20260427;8b;2025
8413;1;ESCUELA CORONEL SANTIAGO BUERAS;12;DE MAGALLANES Y DE LA ANTÁRTICA;124;ÚLTIMA ESP;12401;NATALES;121;Magallanes;6;4;2;1;30;27;30;214;221;219;9;-10;9;-11;-21;-17;0;0;0;-1;-1;-1;;;;;;;63.3;26.7;10;74.1;18.5;7.4;0;v12025;20260427;8b;2025
20401;3;ESCUELA BASICA N° 2468, RONALDO MUÑOZ G;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13302;LAMPA;137;Norte;3;2;3;1;34;33;34;238;241;241;;;;1;-15;-7;;;;0;-1;0;;;;1;1;1;35.3;47.1;17.6;60.6;27.3;12.1;0;v12025;20260427;8b;2025
12243;2;ESCUELA Nº 1365 R.P. GUSTAVO LE PAIGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;1;1;2;1;46;45;48;211;221;222;10;-7;4;-14;-21;-14;0;0;0;-1;-1;-1;;;;;;;60.9;28.3;10.9;77.8;22.2;0;0;v12025;20260427;8b;2025
12741;8;COLEGIO LATIONOAMERICANO LAS PARINAS;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;3;1;19;19;19;188;204;211;-38;-21;-30;-49;-52;-37;-1;-1;-1;-1;-1;-1;;;;;;;89.5;10.5;0;84.2;15.8;0;0;v12025;20260427;8b;2025
255;0;COLEGIO EJERCITO DE SALVACION;2;DE ANTOFAGASTA;22;EL LOA;2201;CALAMA;22;El Loa;3;2;3;1;120;121;120;235;240;242;5;-12;0;-2;-16;-6;0;-1;0;0;-1;-1;;;;;;;45;42.5;12.5;57;39.7;3.3;0;v12025;20260427;8b;2025
8911;7;COLEGIO ARABE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;15;16;15;279;325;310;21;24;39;5;20;21;0;1;1;0;1;1;;;;;;;13.3;46.7;40;0;18.8;81.3;0;v12025;20260427;8b;2025
5994;3;ESCUELA PARTICULAR SUBVENCIONADA PADRE;9;DE LA ARAUCANÍA;91;CAUTÍN;9103;CUNCO;92;Cautin Norte;3;2;1;1;8;8;8;230;234;257;-19;2;39;12;0;26;0;0;1;0;0;1;;;;;;;;;;;;;0;v12025;20260427;8b;2025
4085;1;ESCUELA BASICA EL TOLLO;16;DE ÑUBLE;162;ITATA;16202;COBQUECURA;161;Diguillín;2;1;3;2;2;2;2;208;216;207;;;;;;;;;;;;;;;;1;1;1;;;;;;;0;v12025;20260427;8b;2025
25725;7;ESCUELA PART. NAHUEL;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13404;PAINE;132;Sur;3;2;4;1;114;116;114;280;308;296;-4;2;-12;30;35;34;0;0;-1;1;1;1;;;;;;;13.2;40.4;46.5;8.6;33.6;57.8;0;v12025;20260427;8b;2025
6896;9;SEMINARIO SAN FIDEL;14;DE LOS RÍOS;141;VALDIVIA;14106;MARIQUINA;141;Valdivia;3;2;3;1;75;74;76;245;251;237;-14;-23;-33;8;-5;-11;-1;-1;-1;1;0;-1;;;;;;;37.3;34.7;28;47.3;44.6;8.1;0;v12025;20260427;8b;2025
8519;7;ESCUELA BASICA PEDRO AGUIRRE CERDA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13102;CERRILLOS;134;Poniente;6;4;2;1;28;30;28;224;235;234;0;-10;8;-1;-7;-2;0;0;0;0;0;0;;;;;;;53.6;42.9;3.6;70;20;10;0;v12025;20260427;8b;2025
25831;8;ESCUELA BASICA PARTICULAR CONTEMPORA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;14;12;14;229;255;236;-15;-6;-24;-8;-1;-12;0;0;0;0;0;0;;;;;;;35.7;57.1;7.1;33.3;58.3;8.3;0;v12025;20260427;8b;2025
11224;0;COLEGIO PARTICULAR BECARB;5;DE VALPARAÍSO;55;QUILLOTA;5502;LA CALERA;51;Quillota - Petorca;3;2;2;1;35;36;35;221;248;231;-13;-8;0;-4;6;-5;0;0;0;0;0;0;;;;;;;57.1;34.3;8.6;38.9;58.3;2.8;0;v12025;20260427;8b;2025
16677;4;COLEGIO IRIS RETAMAL;7;DEL MAULE;74;LINARES;7405;RETIRO;73;Linares;3;2;2;1;59;58;59;248;263;260;36;45;32;23;21;24;1;1;1;1;1;1;;;;;;;35.6;39;25.4;39.7;36.2;24.1;0;v12025;20260427;8b;2025
5210;8;ESCUELA PARTICULAR SANTOS CHÁVEZ DE CAN;8;DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;84;Arauco;3;2;1;2;10;9;10;202;234;224;-5;19;19;-16;0;-7;0;0;0;-1;0;0;;;;;;;70;30;0;;;;0;v12025;20260427;8b;2025
14862;8;COLEGIO NAZAREO;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;2;1;15;14;15;212;237;222;-13;9;-23;-13;-5;-14;0;0;0;-1;0;0;;;;;;;60;40;0;64.3;35.7;0;0;v12025;20260427;8b;2025
11553;3;ESCUELA RURAL NALHUITAD;10;DE LOS LAGOS;102;CHILOÉ;10203;CHONCHI;102;Chiloe;6;4;2;2;5;4;5;232;217;257;;;;;;;;;;;;;;;;1;1;1;;;;;;;0;v12025;20260427;8b;2025
9930;9;ESCUELA PARTICULAR JOSE ANTONIO LECAROS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13106;ESTACIÓN CENTRAL;134;Poniente;3;2;3;1;30;31;30;224;252;236;20;18;22;-13;-4;-12;1;1;1;-1;0;-1;;;;;;;53.3;36.7;10;45.2;48.4;6.5;0;v12025;20260427;8b;2025
647;5;COLEGIO MANUEL MONTT;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;3;1;38;36;38;217;242;237;-15;0;16;-20;-14;-11;-1;0;0;-1;-1;-1;;;;;;;65.8;26.3;7.9;58.3;33.3;8.3;0;v12025;20260427;8b;2025
20209;6;COLEGIO RAITRAI DE PUCON;9;DE LA ARAUCANÍA;91;CAUTÍN;9115;PUCÓN;93;Cautin Sur;3;2;5;1;24;24;24;281;303;299;16;17;11;7;-2;10;1;1;0;0;0;1;;;;;;;12.5;37.5;50;12.5;20.8;66.7;0;v12025;20260427;8b;2025
12008;1;ESCUELA PARTICULAR AMERICO VESPUCIO;8;DEL BIOBÍO;81;CONCEPCIÓN;8102;CORONEL;83;Concepcion;3;2;3;1;65;67;64;267;287;350;-7;2;89;30;31;102;0;0;1;1;1;1;;;;;;;9.2;60;30.8;7.5;58.2;34.3;0;v12025;20260427;8b;2025
1274;2;ESCUELA ALMENDRAL;5;DE VALPARAÍSO;57;SAN FELIPE;5701;SAN FELIPE;52;San Felipe - Los Andes;2;1;3;1;20;21;20;238;267;259;22;37;2;1;11;11;1;1;0;0;1;1;;;;;;;45;40;15;9.5;85.7;4.8;0;v12025;20260427;8b;2025
2356;6;COLEGIO SANTA INES;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6117;SAN VICENTE;61;Cachapoal;3;2;4;1;33;34;33;265;265;270;-4;-20;-6;15;-8;8;0;-1;0;1;-1;1;;;;;;;18.2;54.5;27.3;29.4;55.9;14.7;0;v12025;20260427;8b;2025
3352;9;ESCUELA ANSELMO DEL CARMEN TAPIA LOYOLA;7;DEL MAULE;74;LINARES;7403;LONGAVÍ;73;Linares;2;1;1;2;9;9;9;224;224;245;12;12;29;6;-10;14;0;0;1;0;0;0;;;;;;;;;;;;;0;v12025;20260427;8b;2025
6833;0;INSTITUTO EDUCACIONAL COLLICO;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;3;1;15;14;15;220;253;237;-6;24;8;-17;-3;-11;0;1;0;-1;0;0;;;;;;;53.3;26.7;20;35.7;50;14.3;0;v12025;20260427;8b;2025
839;7;ESCUELA CHILECITO;4;DE COQUIMBO;43;LIMARÍ;4303;MONTE PATRIA;42;Limari;2;1;2;2;5;6;5;237;222;251;;;;;-20;;;;;;0;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
8997;4;WEXFORD COLLEGE N 2;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;3;2;4;1;21;23;21;226;231;238;-8;-14;3;-24;-42;-24;0;0;0;-1;-1;-1;;;;;;;52.4;38.1;9.5;47.8;52.2;0;0;v12025;20260427;8b;2025
4669;8;LICEO SAN AGUSTIN DE CONCEPCION;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;4;1;76;74;76;272;292;291;1;-13;14;22;19;29;0;-1;1;1;1;1;;;;;;;11.8;48.7;39.5;9.5;54.1;36.5;0;v12025;20260427;8b;2025
31135;9;ESCUELA ESPECIAL DE LENGUAJE ELUNEY;16;DE ÑUBLE;161;DIGUILLÍN;16102;BULNES;161;Diguillín;3;2;2;1;18;17;18;224;246;235;;;;-1;4;-1;;;;0;0;0;;;;1;1;1;66.7;22.2;11.1;52.9;41.2;5.9;0;v12025;20260427;8b;2025
2505;4;ESCUELA MUNICIPAL G448 HUEMUL;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6303;CHIMBARONGO;62;Colchagua;6;4;2;2;13;12;12;255;302;269;4;12;21;30;60;33;0;0;0;1;1;1;;;;;;;30.8;30.8;38.5;25;16.7;58.3;0;v12025;20260427;8b;2025
19923;0;ESCUELA NRO 15 AMI;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;2;1;14;13;14;193;237;224;-4;36;27;-32;-5;-12;0;1;0;-1;0;0;;;;;;;78.6;14.3;7.1;61.5;30.8;7.7;0;v12025;20260427;8b;2025
7872;7;COLEGIO BICENTENARIO DE DIFUSION ARTIST;10;DE LOS LAGOS;101;LLANQUIHUE;10106;LOS MUERMOS;101;Llanquihue;6;4;1;1;23;21;23;227;245;237;11;21;16;9;11;6;0;1;0;1;1;0;;;;;;;56.5;26.1;17.4;52.4;38.1;9.5;0;v12025;20260427;8b;2025
298;4;ESCUELA DARIO SALAS DIAZ;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;1;1;3;1;55;55;55;221;224;225;-15;-6;-3;-16;-32;-23;-1;0;0;-1;-1;-1;;;;;;;52.7;41.8;5.5;70.9;27.3;1.8;0;v12025;20260427;8b;2025
10036;6;ESCUELA PARTICULAR PDTE. ABRAHAM LINCOL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;3;2;3;1;65;67;65;221;242;230;-34;-25;-29;-16;-14;-18;-1;-1;-1;-1;-1;-1;;;;;;;53.8;36.9;9.2;46.3;49.3;4.5;0;v12025;20260427;8b;2025
8954;0;COLEGIO MARIA INMACULADA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;3;2;4;1;58;60;58;239;264;251;-36;-33;-26;-11;-9;-11;-1;-1;-1;-1;-1;-1;;;;;;;34.5;48.3;17.2;41.7;38.3;20;0;v12025;20260427;8b;2025
4626;4;ESCUELA JOSE MIGUEL CARRERA;8;DEL BIOBÍO;81;CONCEPCIÓN;8108;SAN PEDRO DE LA PAZ;83;Concepcion;3;2;2;1;66;65;66;239;245;238;26;1;6;14;3;2;1;0;0;1;0;0;;;;;;;39.4;40.9;19.7;52.3;41.5;6.2;0;v12025;20260427;8b;2025
14364;2;COLEGIO JORGE WILLIAMS;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;1;1;16;18;16;205;210;221;4;-10;19;-13;-24;-10;0;0;0;-1;-1;0;;;;;;;56.3;37.5;6.3;83.3;16.7;0;0;v12025;20260427;8b;2025
2462;7;ESCUELA WASHINGTON OMAR VENEGAS;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6301;SAN FERNANDO;62;Colchagua;6;4;3;1;11;15;11;232;233;253;2;2;4;-5;-23;5;0;0;0;0;-1;0;;;;;;;54.5;36.4;9.1;53.3;46.7;0;0;v12025;20260427;8b;2025
3544;0;COLEGIO BLANCO ENCALADA;7;DEL MAULE;72;CAUQUENES;7201;CAUQUENES;74;Cauquenes;6;4;2;1;20;21;20;245;243;239;18;1;16;20;1;3;0;0;0;1;0;0;;;;;;;40;45;15;47.6;52.4;0;0;v12025;20260427;8b;2025
7723;2;ESCUELA GRUPO ESCOLAR;10;DE LOS LAGOS;101;LLANQUIHUE;10109;PUERTO VARAS;101;Llanquihue;6;4;3;1;32;33;32;225;233;232;20;3;8;-12;-23;-16;1;0;0;-1;-1;-1;;;;;;;43.8;43.8;12.5;57.6;36.4;6.1;0;v12025;20260427;8b;2025
8264;3;ESCUELA RURAL ADELA GARCIA GARCIA;10;DE LOS LAGOS;102;CHILOÉ;10208;QUELLÓN;102;Chiloe;6;4;1;2;12;13;11;228;250;230;-28;-8;-19;10;16;-1;-1;0;0;0;1;0;;;;;;;41.7;41.7;16.7;61.5;30.8;7.7;0;v12025;20260427;8b;2025
22330;1;CENTRO EDUCACIONAL SAN AGUSTIN;10;DE LOS LAGOS;102;CHILOÉ;10208;QUELLÓN;102;Chiloe;3;2;4;1;26;27;25;261;279;278;-22;-17;-4;11;6;16;-1;-1;0;1;0;1;;;;;;;19.2;57.7;23.1;18.5;48.1;33.3;0;v12025;20260427;8b;2025
10428;0;ESCUELA BASICA PROFESOR OMAR ARANDA ARA;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13302;LAMPA;137;Norte;1;1;1;2;16;16;16;216;225;228;-14;-9;-9;-2;-9;-3;0;0;0;0;0;0;;;;;;;68.8;18.8;12.5;75;25;0;0;v12025;20260427;8b;2025
13133;4;ESCUELA MANUEL RODRÍGUEZ;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;31;Copiapo - Chanaral;6;4;2;1;29;29;29;227;260;249;11;38;17;2;18;13;0;1;0;0;1;1;;;;;;;51.7;34.5;13.8;27.6;62.1;10.3;0;v12025;20260427;8b;2025
690;4;LICEO BICENTENARIO DE EXCELENCIA COLEGI;4;DE COQUIMBO;41;ELQUI;4106;VICUÑA;41;Elqui;3;2;3;1;53;53;53;238;262;249;-11;-17;0;1;6;1;0;-1;0;0;1;0;;;;;;;41.5;39.6;18.9;34;56.6;9.4;0;v12025;20260427;8b;2025
6641;9;LICEO AGRICOLA CHOL CHOL;9;DE LA ARAUCANÍA;91;CAUTÍN;9121;CHOLCHOL;92;Cautin Norte;3;2;1;1;17;19;17;215;230;224;18;34;19;-3;-4;-7;0;1;0;0;0;0;;;;;;;58.8;29.4;11.8;63.2;36.8;0;0;v12025;20260427;8b;2025
18002;5;ESCUELA JOSE FRANCISCO PINO MEDINA;16;DE ÑUBLE;162;ITATA;16203;COELEMU;161;Diguillín;2;1;3;1;31;29;31;218;253;234;-8;2;-25;-19;-3;-14;0;0;-1;-1;0;-1;;;;;;;58.1;29;12.9;41.4;51.7;6.9;0;v12025;20260427;8b;2025
1772;8;COLEGIO BLANCA VERGARA;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;3;1;30;28;30;239;245;257;-16;-30;17;2;-11;9;-1;-1;0;0;-1;1;;;;;;;36.7;53.3;10;46.4;50;3.6;0;v12025;20260427;8b;2025
2313;2;ESCUELA MUNICIPAL DE LIMAHUE;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6109;MALLOA;61;Cachapoal;2;1;3;2;19;19;19;234;258;246;-2;1;-17;-3;2;-2;0;0;0;0;0;0;;;;;;;36.8;52.6;10.5;36.8;52.6;10.5;0;v12025;20260427;8b;2025
