rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect4b_rbd;nalu_mate4b_rbd;prom_lect4b_rbd;prom_mate4b_rbd;dif_lect4b_rbd;dif_mate4b_rbd;difgru_lect4b_rbd;difgru_mate4b_rbd;sigdif_lect4b_rbd;sigdif_mate4b_rbd;siggru_lect4b_rbd;siggru_mate4b_rbd;marca_lect4b_rbd;marca_mate4b_rbd;marcadif_lect4b_rbd;marcadif_mate4b_rbd;palu_eda_ins_lect4b_rbd;palu_eda_ele_lect4b_rbd;palu_eda_ade_lect4b_rbd;palu_eda_ins_mate4b_rbd;palu_eda_ele_mate4b_rbd;palu_eda_ade_mate4b_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
2200;4;INSTITUTO O´HIGGINS;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;4;3;5;1;142;142;326;310;-21;-10;24;18;-1;-1;1;1;;;;;3.5;8.5;88;2.8;31.7;65.5;0;v12025;20260427;4b;2025
22738;8;COLEGIO SAN LUCAS DE VALDIVIA;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;2;1;4;4;279;222;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
10750;6;ESCUELA ROSALINA PESCIO VARGAS;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13605;PEÑAFLOR;135;Talagante;2;1;3;1;70;73;276;258;3;-19;0;-2;0;-1;0;0;;;;;25.7;37.1;37.1;41.1;27.4;31.5;0;v12025;20260427;4b;2025
1596;2;COLEGIO SAN IGNACIO DE LOYOLA;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;3;1;65;66;260;242;-9;-18;-16;-18;0;-1;-1;-1;;;;;35.4;30.8;33.8;54.5;30.3;15.2;0;v12025;20260427;4b;2025
14580;7;COLEGIO BOSTON;5;DE VALPARAÍSO;58;MARGA MARG;5804;VILLA ALEMANA;53;Valparaiso - Isla de Pascua;3;2;2;1;22;21;256;259;-22;-5;-11;7;-1;0;-1;0;;;;;36.4;27.3;36.4;47.6;28.6;23.8;0;v12025;20260427;4b;2025
2592;5;ESCUELA MUNICIPAL EDUVIGIS PANTOJA L;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6304;LOLOL;62;Colchagua;2;1;;2;0;0;;;;;;;;;;;;;;;;;;;;;2;v12025;20260427;4b;2025
15705;8;COLEGIO SANTA TERESA;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;3;1;16;16;230;224;-63;-50;-46;-36;-1;-1;-1;-1;;;;;62.5;12.5;25;62.5;31.3;6.3;0;v12025;20260427;4b;2025
3219;0;ESCUELA LA ORILLA;7;DEL MAULE;71;TALCA;7103;CUREPTO;72;Talca;2;1;2;2;2;2;186;260;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
10063;3;ESCUELA PARTICULAR CARMEN CHACON;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;3;2;2;1;18;20;225;225;-18;-8;-42;-27;0;0;-1;-1;;;;;61.1;33.3;5.6;65;30;5;0;v12025;20260427;4b;2025
26379;6;COLEGIO SOL DEL VALLE;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13302;LAMPA;137;Norte;3;2;4;1;97;100;282;283;-15;-9;-2;13;-1;0;0;1;;;;;21.6;26.8;51.5;17;44;39;0;v12025;20260427;4b;2025
3657;9;LICEO LIBERTADOR BERNARDO O´HIGGINS RIQ;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;2;1;2;1;12;14;255;219;-25;-48;-12;-33;-1;-1;0;-1;;;;;33.3;33.3;33.3;85.7;0;14.3;0;v12025;20260427;4b;2025
4407;5;ESCUELA IGNACIO VERDUGO CAVADA;8;DEL BIOBÍO;83;BIOBÍO;8305;MULCHÉN;82;Bio Bio;2;1;1;1;19;20;300;282;16;4;41;39;0;0;1;1;;;;;10.5;26.3;63.2;25;35;40;0;v12025;20260427;4b;2025
40202;8;COLEGIO MONTESSORI MILLANTÚ;5;DE VALPARAÍSO;58;MARGA MARG;5804;VILLA ALEMANA;53;Valparaiso - Isla de Pascua;4;3;5;1;11;10;271;250;14;-3;-31;-42;0;0;-1;-1;;;;;18.2;54.5;27.3;50;40;10;0;v12025;20260427;4b;2025
3325;1;ESCUELA PARTICULAR ARTURO PRAT;7;DEL MAULE;74;LINARES;7408;YERBAS BUENAS;73;Linares;3;2;2;2;11;11;263;251;-19;-34;-4;-1;0;-1;0;0;;;;;27.3;36.4;36.4;45.5;27.3;27.3;0;v12025;20260427;4b;2025
7593;0;ESCUELA RURAL BAHIA MANSA;10;DE LOS LAGOS;103;OSORNO;10306;SAN JUAN DE LA COST;103;Osorno;2;1;1;2;9;7;271;275;7;18;12;32;0;0;0;1;;;;;;;;;;;0;v12025;20260427;4b;2025
8589;8;LICEO MIGUEL RAFAEL PRADO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13108;INDEPENDENCIA;137;Norte;3;2;3;1;112;117;297;272;14;0;21;12;1;0;1;1;;;;;8.9;30.4;60.7;26.5;46.2;27.4;0;v12025;20260427;4b;2025
8048;9;ESCUELA YERBAS BUENAS;10;DE LOS LAGOS;102;CHILOÉ;10202;ANCUD;102;Chiloe;6;4;3;1;8;8;267;268;53;70;-9;8;1;1;0;0;;;;;;;;;;;0;v12025;20260427;4b;2025
8675;4;COLEGIO SANTA TERESITA DEL NINO JESUS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;3;2;3;1;68;70;276;247;-2;-3;0;-13;0;0;0;-1;;;;;25;38.2;36.8;47.1;35.7;17.1;0;v12025;20260427;4b;2025
3720;6;DEUTSCHE SCHULE CHILLAN;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;4;3;5;1;65;64;305;286;13;-8;3;-6;1;0;0;-1;;;;;12.3;20;67.7;18.8;37.5;43.8;0;v12025;20260427;4b;2025
25901;2;ESC. EVANG. PENTECOSTAL DR. WILLIS C. H;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13122;PEÑALOLÉN;133;Oriente;3;2;2;1;34;37;272;265;12;-8;5;13;0;0;0;1;;;;;35.3;20.6;44.1;32.4;43.2;24.3;0;v12025;20260427;4b;2025
19950;8;ESCUELA PARTICULAR SAN ANDRES;9;DE LA ARAUCANÍA;92;MALLECO;9203;CURACAUTÍN;91;Malleco;3;2;1;1;15;15;255;229;-2;-11;-4;-14;0;0;0;-1;;;;;46.7;6.7;46.7;60;33.3;6.7;0;v12025;20260427;4b;2025
14626;9;COLEGIO ARAUCARIAS;5;DE VALPARAÍSO;56;SAN ANTONI;5601;SAN ANTONIO;54;San Antonio;3;2;3;1;16;16;235;242;-54;-26;-41;-18;-1;-1;-1;-1;;;;;43.8;25;31.3;50;31.3;18.8;0;v12025;20260427;4b;2025
15622;1;COLEGIO PARTICULAR LOMAS BLANCAS;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6305;NANCAGUA;62;Colchagua;3;2;2;1;29;31;266;266;-37;-33;-1;14;-1;-1;0;1;;;;;27.6;34.5;37.9;22.6;48.4;29;0;v12025;20260427;4b;2025
25655;2;COLEGIO SANTO TOMAS DE AQUINO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;3;2;4;1;54;51;280;277;4;-22;-4;7;0;-1;0;1;;;;;24.1;22.2;53.7;15.7;47.1;37.3;0;v12025;20260427;4b;2025
22260;7;COLEGIO SANTA ANA;10;DE LOS LAGOS;102;CHILOÉ;10209;QUEMCHI;102;Chiloe;3;2;3;1;18;19;267;248;-2;-3;-9;-12;0;0;0;-1;;;;;27.8;27.8;44.4;47.4;36.8;15.8;0;v12025;20260427;4b;2025
122;8;ESCUELA THILDA PORTILLO OLIVARES;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;6;4;2;1;26;26;267;248;16;9;0;-4;1;0;0;0;;;;;34.6;19.2;46.2;50;34.6;15.4;0;v12025;20260427;4b;2025
7942;1;COLEGIO PURISIMO CORAZON DE MARIA;10;DE LOS LAGOS;101;LLANQUIHUE;10104;FRESIA;101;Llanquihue;3;2;3;1;59;63;260;240;-2;9;-16;-20;0;0;-1;-1;;;;;40.7;25.4;33.9;50.8;41.3;7.9;0;v12025;20260427;4b;2025
9276;2;COLEGIO UNIVERSITARIO EL SALVADOR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;4;3;5;1;53;52;306;286;10;5;4;-6;0;0;0;-1;;;;;7.5;28.3;64.2;13.5;55.8;30.8;0;v12025;20260427;4b;2025
20096;4;COLEGIO BETANIA;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;3;1;17;17;293;287;-12;17;17;27;0;1;1;1;;;;;17.6;11.8;70.6;23.5;23.5;52.9;0;v12025;20260427;4b;2025
4112;2;ESCUELA BASICA SANTA ELENA;16;DE ÑUBLE;162;ITATA;16201;QUIRIHUE;161;Diguillín;2;1;1;2;2;2;249;253;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
1450;8;COLEGIO SANTA ISABEL;5;DE VALPARAÍSO;55;QUILLOTA;5506;NOGALES;51;Quillota - Petorca;3;2;3;1;64;65;275;227;6;-30;-1;-33;0;-1;0;-1;;;;;23.4;37.5;39.1;70.8;20;9.2;0;v12025;20260427;4b;2025
6276;6;ESCUELA BASICA MUNICIPAL SAN JUSTO;9;DE LA ARAUCANÍA;91;CAUTÍN;9107;GORBEA;93;Cautin Sur;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
10604;6;COLEGIO VILLA SANTA MARIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;3;2;3;1;20;21;256;235;2;-19;-20;-25;0;-1;-1;-1;;;;;35;20;45;61.9;23.8;14.3;0;v12025;20260427;4b;2025
15768;6;COLEGIO SANTA FILOMENA;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;1;1;2;1;17;17;284;282;-10;-1;17;30;0;0;1;1;;;;;11.8;29.4;58.8;23.5;41.2;35.3;0;v12025;20260427;4b;2025
25941;1;ESCUELA PART. SPRING COLLEGE N_ 2;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13130;SAN MIGUEL;131;Centro;3;2;4;1;16;16;274;266;-21;-16;-10;-4;-1;0;0;0;;;;;25;25;50;37.5;18.8;43.8;0;v12025;20260427;4b;2025
471;5;ESCUELA BÁSICA SARA BEMBOW VILLEGAS;3;DE ATACAMA;33;HUASCO;3301;VALLENAR;32;Huasco - Vallenar;6;4;2;2;7;7;233;242;-71;-25;-34;-10;-1;0;-1;0;;;;;;;;;;;0;v12025;20260427;4b;2025
24318;3;ESCUELA PADRE ALBERTO HURTADO CRUCHAGA;12;DE MAGALLANES Y DE LA ANT;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;6;4;2;1;59;62;248;229;-21;-17;-19;-23;-1;-1;-1;-1;;;;;44.1;28.8;27.1;64.5;30.6;4.8;0;v12025;20260427;4b;2025
8629;0;COLEGIO POLITÉCNICO SANTA ANA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;3;2;3;1;68;69;279;252;-13;7;3;-8;-1;0;0;-1;;;;;23.5;25;51.5;40.6;42;17.4;0;v12025;20260427;4b;2025
5340;6;ESC. BASICA LEONTINA VASQUEZ RIVERA;9;DE LA ARAUCANÍA;92;MALLECO;9205;LONQUIMAY;91;Malleco;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
11291;7;VILLA MARIA COLLEGE;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6108;MACHALÍ;61;Cachapoal;4;3;5;1;52;50;308;290;-7;-3;6;-2;0;0;0;0;;;;;5.8;28.8;65.4;16;36;48;0;v12025;20260427;4b;2025
3465;7;ESCUELA ALCALDE SERAFIN GUTIERREZ F.;7;DEL MAULE;74;LINARES;7407;VILLA ALEGRE;73;Linares;2;1;2;2;7;7;306;273;35;-20;39;21;1;0;1;1;;;;;;;;;;;0;v12025;20260427;4b;2025
2678;6;ESCUELA MUNICIPAL MARIA WILLIAMS;6;DEL LIBERTADOR BERNARDO O;62;CARDENAL C;6205;NAVIDAD;63;Cardenal Caro;2;1;2;2;3;3;265;255;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
26482;2;COLEGIO INGLES SAN JOSE DE LINDEROS;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;4;3;5;1;24;25;274;245;-11;-23;-28;-47;0;-1;-1;-1;;;;;25;20.8;54.2;44;56;0;0;v12025;20260427;4b;2025
8483;2;LICEO BICENTENARIO DONALD MC-INTYRE GRI;12;DE MAGALLANES Y DE LA ANT;122;ANTÁRTICA;12201;CABO DE HORNOS;121;Magallanes;6;4;4;1;22;22;276;270;-16;-13;-8;0;-1;0;0;0;;;;;27.3;22.7;50;22.7;40.9;36.4;0;v12025;20260427;4b;2025
7401;2;COLEGIO SANTA MARTA;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;3;2;4;1;64;65;273;257;-15;-12;-11;-13;-1;-1;-1;-1;;;;;29.7;23.4;46.9;38.5;40;21.5;0;v12025;20260427;4b;2025
22306;9;COLEGIO PUERTO MONTT;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;3;2;3;1;33;33;269;243;-7;-10;-7;-17;0;0;0;-1;;;;;27.3;42.4;30.3;48.5;42.4;9.1;0;v12025;20260427;4b;2025
4991;3;ESCUELA REPUBLICA DE FRANCIA;8;DEL BIOBÍO;81;CONCEPCIÓN;8102;CORONEL;83;Concepcion;6;4;3;1;16;15;260;250;-29;-13;-16;-10;-1;0;-1;-1;;;;;43.8;18.8;37.5;40;53.3;6.7;0;v12025;20260427;4b;2025
6319;3;ESCUELA ESMERALDA;9;DE LA ARAUCANÍA;91;CAUTÍN;9109;LONCOCHE;93;Cautin Sur;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
3073;2;ESCUELA BAJO LIRCAY;7;DEL MAULE;71;TALCA;7109;SAN CLEMENTE;72;Talca;2;1;2;2;3;3;187;206;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
24713;8;COLEGIO EL BOSQUE PROVINCIA CORDILLERA;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;4;1;65;66;286;279;-15;-4;2;9;-1;0;0;1;;;;;16.9;32.3;50.8;13.6;53;33.3;0;v12025;20260427;4b;2025
7009;2;ESCUELA PARTICULAR CHOLLINCO;14;DE LOS RÍOS;142;DEL RANCO;14202;FUTRONO;142;Ranco;3;2;3;2;15;15;303;276;47;13;27;16;1;0;1;1;;;;;6.7;40;53.3;20;40;40;0;v12025;20260427;4b;2025
22452;9;COLEGIO MOUNTAIN GREEN SCHOOL;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;3;2;2;2;16;17;259;247;-43;-13;-8;-5;-1;0;0;0;;;;;37.5;12.5;50;47.1;52.9;0;0;v12025;20260427;4b;2025
4845;3;ESCUELA BASICA PUNTA DE PARRA;8;DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;83;Concepcion;2;1;2;2;17;17;258;271;-13;4;-9;19;0;0;0;1;;;;;35.3;23.5;41.2;29.4;41.2;29.4;0;v12025;20260427;4b;2025
5927;7;ESCUELA PARTICULAR CODINHUE;9;DE LA ARAUCANÍA;91;CAUTÍN;9119;VILCÚN;92;Cautin Norte;3;2;1;2;1;1;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
4304;4;ESCUELA LOS LEONES;8;DEL BIOBÍO;83;BIOBÍO;8303;CABRERO;82;Bio Bio;2;1;1;2;3;2;248;225;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
40305;9;COLEGIO JUAN PABLO II;5;DE VALPARAÍSO;55;QUILLOTA;5506;NOGALES;51;Quillota - Petorca;3;2;3;1;41;43;278;253;15;-5;2;-7;1;0;0;-1;;;;;19.5;26.8;53.7;37.2;39.5;23.3;0;v12025;20260427;4b;2025
10796;4;ESCUELA PATRICIO LARRAIN GANDARILLAS;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;1;1;2;2;9;9;289;273;12;5;22;21;0;0;1;1;;;;;;;;;;;0;v12025;20260427;4b;2025
5386;4;ESCUELA BASICA TEMOCUICUI;9;DE LA ARAUCANÍA;92;MALLECO;9204;ERCILLA;91;Malleco;2;1;1;2;2;2;257;229;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
26239;0;ESCUELA DE PARV. Y ESP. AMANECER DE EL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;3;2;2;1;26;27;235;220;-10;-16;-32;-32;0;-1;-1;-1;;;;;53.8;23.1;23.1;74.1;18.5;7.4;0;v12025;20260427;4b;2025
16747;9;COLEGIO GABRIELA MISTRAL;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;2;1;2;1;13;13;242;235;-18;-2;-25;-17;0;0;-1;-1;;;;;61.5;7.7;30.8;61.5;23.1;15.4;0;v12025;20260427;4b;2025
4779;1;COLEGIO ADVENTISTA DE TALCAHUANO CENTRO;8;DEL BIOBÍO;81;CONCEPCIÓN;8110;TALCAHUANO;83;Concepcion;3;2;3;1;35;35;259;248;4;-13;-17;-12;0;-1;-1;-1;;;;;48.6;5.7;45.7;54.3;25.7;20;0;v12025;20260427;4b;2025
7696;1;ESCUELA ANAHUAC;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;3;1;32;32;273;245;-17;-24;-3;-15;-1;-1;0;-1;;;;;31.3;21.9;46.9;50;43.8;6.3;0;v12025;20260427;4b;2025
20099;9;ESCUELA ALIWEN DE LLAMUCO;9;DE LA ARAUCANÍA;91;CAUTÍN;9119;VILCÚN;92;Cautin Norte;3;2;1;2;6;6;255;229;17;-2;-4;-14;0;0;0;0;;;;;;;;;;;0;v12025;20260427;4b;2025
3783;4;ESCUELAS LAS JUNTAS;16;DE ÑUBLE;163;PUNILLA;16301;SAN CARLOS;161;Diguillín;6;4;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
1364;1;COLEGIO VALLE DE QUILLOTA;5;DE VALPARAÍSO;55;QUILLOTA;5501;QUILLOTA;51;Quillota - Petorca;2;1;3;1;32;32;280;262;14;8;4;2;1;0;0;0;;;;;18.8;21.9;59.4;31.3;43.8;25;0;v12025;20260427;4b;2025
3285;9;ESCUELA LLANKANAO MANUEL FRANCISCO MEZA;7;DEL MAULE;74;LINARES;7401;LINARES;73;Linares;2;1;1;2;16;16;249;245;-11;-14;-10;2;0;0;0;0;;;;;43.8;31.3;25;43.8;50;6.3;0;v12025;20260427;4b;2025
59;0;COLEGIO SAN JORGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;4;3;5;1;27;26;283;270;2;-22;-19;-22;0;-1;-1;-1;;;;;11.1;40.7;48.1;23.1;50;26.9;0;v12025;20260427;4b;2025
557;6;ESCUELA DE SATURNO;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;6;4;2;2;18;19;291;254;-4;-5;24;2;0;0;1;0;;;;;22.2;27.8;50;42.1;42.1;15.8;0;v12025;20260427;4b;2025
1055;3;ESCUELA LOS MAQUIS;4;DE COQUIMBO;42;CHOAPA;4203;LOS VILOS;43;Choapa;2;1;1;2;6;6;306;249;;;47;6;;;1;0;;;1;1;;;;;;;0;v12025;20260427;4b;2025
8217;1;ESCUELA RURAL TEUPA;10;DE LOS LAGOS;102;CHILOÉ;10203;CHONCHI;102;Chiloe;6;4;1;2;2;3;248;207;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
8715;7;COLEGIO SAO PAULO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13106;ESTACIÓN CENTRAL;134;Poniente;3;2;3;1;36;37;269;255;7;12;-7;-5;0;0;0;0;;;;;30.6;27.8;41.7;35.1;48.6;16.2;0;v12025;20260427;4b;2025
3760;5;ESCUELA RIBERA DE NUBLE;16;DE ÑUBLE;163;PUNILLA;16301;SAN CARLOS;161;Diguillín;6;4;1;2;12;13;273;246;2;-2;14;3;0;0;1;0;;;;;25;16.7;58.3;46.2;53.8;0;0;v12025;20260427;4b;2025
9213;4;COLEGIO, CENTRO EDUC.AMERICO VESPUCIO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13122;PEÑALOLÉN;133;Oriente;3;2;2;1;37;36;275;264;9;0;8;12;0;0;1;1;;;;;27;32.4;40.5;36.1;36.1;27.8;0;v12025;20260427;4b;2025
11420;0;COLEGIO METODISTA LAGUNILLAS;8;DEL BIOBÍO;81;CONCEPCIÓN;8102;CORONEL;83;Concepcion;3;2;2;1;34;35;285;290;11;44;18;38;0;1;1;1;;;;;14.7;38.2;47.1;20;28.6;51.4;0;v12025;20260427;4b;2025
41845;5;COLEGIO BOSTON COLLEGE LAGUNA DEL SOL;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13604;PADRE HURTADO;135;Talagante;4;3;5;1;54;55;297;291;9;-5;-5;-1;0;0;0;0;;;;;11.1;24.1;64.8;18.2;38.2;43.6;0;v12025;20260427;4b;2025
2764;2;ESCUELA ISLA DE MARCHANT;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;2;1;2;2;11;12;274;245;-2;-12;7;-7;0;0;0;0;;;;;9.1;54.5;36.4;50;41.7;8.3;0;v12025;20260427;4b;2025
13149;0;COLEGIO ALMENAR DE COPIAPO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;31;Copiapo - Chanaral;4;3;5;1;58;59;284;278;-13;-11;-18;-14;-1;0;-1;-1;;;;;27.6;15.5;56.9;22;40.7;37.3;0;v12025;20260427;4b;2025
1078;2;ESCUELA BASICA JUAN ANTONIO RIOS;4;DE COQUIMBO;42;CHOAPA;4202;CANELA;43;Choapa;2;1;1;2;14;14;200;236;-53;-17;-59;-7;-1;0;-1;0;;;;;85.7;7.1;7.1;64.3;21.4;14.3;0;v12025;20260427;4b;2025
6817;9;ESCUELA RURAL ANDRES FRIED KOPP;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;6;4;1;2;0;0;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
40116;1;ESCUELA PARTICULAR MARTÍN TEJEDA GUZMAN;14;DE LOS RÍOS;141;VALDIVIA;14106;MARIQUINA;141;Valdivia;3;2;1;2;5;5;251;222;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
9903;1;COLEGIO LOS CONQUISTADORES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13102;CERRILLOS;134;Poniente;3;2;4;1;77;80;276;258;-15;-19;-8;-12;-1;-1;-1;-1;;;;;33.8;16.9;49.4;36.3;41.3;22.5;0;v12025;20260427;4b;2025
9734;9;ESCUELA  RAUL SAEZ SAEZ;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;6;4;1;1;24;25;258;244;14;10;-1;1;0;0;0;0;;;;;37.5;37.5;25;56;40;4;0;v12025;20260427;4b;2025
6488;2;ESCUELA PARTICULAR DIEGO PORTALES;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;3;2;1;2;7;7;245;201;;;-14;-42;;;0;-1;;;2;2;;;;;;;0;v12025;20260427;4b;2025
2074;5;ESCUELA BASICA LAS CRUCES;5;DE VALPARAÍSO;56;SAN ANTONI;5605;EL TABO;54;San Antonio;2;1;3;1;41;39;251;237;-14;-1;-25;-23;-1;0;-1;-1;;;;;43.9;22;34.1;53.8;38.5;7.7;0;v12025;20260427;4b;2025
10730;1;ESC.BASICA SAN ANTONIO DE NALTAGUA;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13603;ISLA DE MAIPO;135;Talagante;1;1;1;2;25;25;266;230;34;5;7;-13;1;0;0;-1;;;;;40;24;36;64;32;4;0;v12025;20260427;4b;2025
3070;8;ESCUELA CHEQUEN DE LA PENA;7;DEL MAULE;71;TALCA;7109;SAN CLEMENTE;72;Talca;2;1;1;2;16;17;283;286;18;18;24;43;1;1;1;1;;;;;12.5;56.3;31.3;11.8;58.8;29.4;0;v12025;20260427;4b;2025
10212;1;ESCUELA JUANA ATALA DE HIRMAS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;1;1;3;1;63;62;273;270;-43;-23;-3;10;-1;-1;0;1;;;;;25.4;33.3;41.3;32.3;33.9;33.9;0;v12025;20260427;4b;2025
843;5;ESCUELA LOS PERALES DE CAMPANARIO;4;DE COQUIMBO;43;LIMARÍ;4303;MONTE PATRIA;42;Limari;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
7507;8;ESCUELA BERTOLDO HOFMANN KAHLER;10;DE LOS LAGOS;103;OSORNO;10303;PURRANQUE;103;Osorno;2;1;2;1;19;19;290;277;31;23;23;25;1;1;1;1;;;;;21.1;10.5;68.4;21.1;47.4;31.6;0;v12025;20260427;4b;2025
10753;0;ESCUELA REPUBLICA CHECA;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13605;PEÑAFLOR;135;Talagante;2;1;2;1;15;15;285;269;35;12;18;17;1;0;1;1;;;;;13.3;26.7;60;26.7;40;33.3;0;v12025;20260427;4b;2025
1556;3;ESCUELA ELEUTERIO RAMIREZ;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;6;4;1;1;3;3;234;191;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
5798;3;ESCUELA PARTICULAR NIRRIMAPU;9;DE LA ARAUCANÍA;91;CAUTÍN;9112;PADRE LAS CASAS;93;Cautin Sur;3;2;2;2;5;5;286;252;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
3093;7;ESCUELA CARRETONES;7;DEL MAULE;71;TALCA;7109;SAN CLEMENTE;72;Talca;2;1;1;2;4;4;222;228;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
39;6;ESCUELA PAMPA ALGODONAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;6;4;1;2;17;17;245;249;-22;8;-14;6;-1;0;-1;0;;;;;47.1;17.6;35.3;58.8;23.5;17.6;0;v12025;20260427;4b;2025
8523;5;ESCUELA BASICA REPUBLICA DE PANAMA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;2;1;3;1;23;22;259;232;4;1;-17;-28;0;0;-1;-1;;;;;30.4;43.5;26.1;50;45.5;4.5;0;v12025;20260427;4b;2025
