rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect4b_rbd;nalu_mate4b_rbd;prom_lect4b_rbd;prom_mate4b_rbd;dif_lect4b_rbd;dif_mate4b_rbd;difgru_lect4b_rbd;difgru_mate4b_rbd;sigdif_lect4b_rbd;sigdif_mate4b_rbd;siggru_lect4b_rbd;siggru_mate4b_rbd;marca_lect4b_rbd;marca_mate4b_rbd;marcadif_lect4b_rbd;marcadif_mate4b_rbd;palu_eda_ins_lect4b_rbd;palu_eda_ele_lect4b_rbd;palu_eda_ade_lect4b_rbd;palu_eda_ins_mate4b_rbd;palu_eda_ele_mate4b_rbd;palu_eda_ade_mate4b_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
25675;7;COLEGIO PART. CORAZON DE MARIA DE SAN M;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13130;SAN MIGUEL;131;Centro;4;3;5;1;82;80;305;308;-6;4;3;16;0;0;0;1;;;;;12.2;20.7;67.1;6.3;23.8;70;0;v12025;20260427;4b;2025
8357;7;ESCUELA RURAL VALLE SIMPSON;11;DE AYSÉN DEL GENERAL CARL;111;COYHAIQUE;11101;COYHAIQUE;111;Coyhaique;6;4;2;2;11;10;238;235;-31;-16;-29;-17;-1;0;-1;-1;;;;;54.5;18.2;27.3;50;40;10;0;v12025;20260427;4b;2025
4029;0;ESCUELA BASICA SAN IGNACIO DE PALOMARES;16;DE ÑUBLE;162;ITATA;16206;RÁNQUIL;161;Diguillín;2;1;3;2;9;9;313;299;;-7;37;39;;0;1;1;;;1;;;;;;;;0;v12025;20260427;4b;2025
16770;3;COLEGIO ALIWE COLLEGE;8;DEL BIOBÍO;81;CONCEPCIÓN;8102;CORONEL;83;Concepcion;3;2;4;1;70;74;268;248;-13;-15;-16;-22;-1;-1;-1;-1;;;;;28.6;28.6;42.9;36.5;54.1;9.5;0;v12025;20260427;4b;2025
14606;4;COLEGIO PUERTO PAZ;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;4;1;14;14;265;259;9;9;-19;-11;0;0;-1;-1;;;;;35.7;14.3;50;28.6;57.1;14.3;0;v12025;20260427;4b;2025
6691;5;ESCUELA PARTICULAR GABRIELA MISTRAL;9;DE LA ARAUCANÍA;91;CAUTÍN;9111;NUEVA IMPERIAL;92;Cautin Norte;3;2;1;1;31;31;268;265;12;12;9;22;0;0;1;1;;;;;32.3;25.8;41.9;32.3;45.2;22.6;0;v12025;20260427;4b;2025
2612;3;LICEO SAN JOSE DEL CARMEN;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6306;PALMILLA;62;Colchagua;2;1;2;2;22;22;253;223;-15;-32;-14;-29;0;-1;-1;-1;;;;;36.4;36.4;27.3;72.7;22.7;4.5;0;v12025;20260427;4b;2025
2363;9;ESCUELA MUNICIPAL DE SAN ROBERTO;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6113;PICHIDEGUA;61;Cachapoal;2;1;2;2;23;22;300;296;36;34;33;44;1;1;1;1;;;;;8.7;17.4;73.9;9.1;40.9;50;0;v12025;20260427;4b;2025
2120;2;ESCUELA MUNICIPAL MINERAL EL TENIENTE;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;1;1;3;1;93;93;276;266;8;12;0;6;0;1;0;1;;;;;31.2;24.7;44.1;32.3;37.6;30.1;0;v12025;20260427;4b;2025
10527;9;ESCUELA JULIETA BECERRA ALVAREZ;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13203;SAN JOSÉ DE MAIPO;136;Cordillera;2;1;2;1;33;33;261;236;-5;-21;-6;-16;0;-1;0;-1;;;;;27.3;42.4;30.3;63.6;36.4;0;0;v12025;20260427;4b;2025
13332;9;COLEGIO SAINT MARY SCHOOL;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;4;3;5;1;30;30;275;268;-11;4;-27;-24;0;0;-1;-1;;;;;23.3;33.3;43.3;36.7;30;33.3;0;v12025;20260427;4b;2025
2014;1;ESCUELA POETA PABLO NERUDA;5;DE VALPARAÍSO;56;SAN ANTONI;5601;SAN ANTONIO;54;San Antonio;2;1;1;1;28;29;247;236;3;9;-12;-7;0;0;-1;-1;;;;;39.3;25;35.7;58.6;27.6;13.8;0;v12025;20260427;4b;2025
1971;2;ESCUELA MANUEL MONTT;5;DE VALPARAÍSO;58;MARGA MARG;5804;VILLA ALEMANA;53;Valparaiso - Isla de Pascua;1;1;2;1;23;23;264;240;10;-12;-3;-12;0;0;0;-1;;;;;34.8;34.8;30.4;52.2;39.1;8.7;0;v12025;20260427;4b;2025
5801;7;ESCUELA PARTICULAR POETA ERCILLA;9;DE LA ARAUCANÍA;91;CAUTÍN;9112;PADRE LAS CASAS;93;Cautin Sur;3;2;1;2;6;6;233;216;;;-26;-27;;;-1;-1;;;2;2;;;;;;;0;v12025;20260427;4b;2025
25277;8;ESCUELA ESPECIAL SANTIAGO APOSTOL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;2;1;;1;0;0;;;;;;;;;;;;;;;;;;;;;1;v12025;20260427;4b;2025
40033;5;COLEGIO DOMINGO FAUSTINO SARMIENTO;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;2;1;35;38;279;255;14;4;12;3;1;0;1;0;;;;;20;37.1;42.9;39.5;47.4;13.2;0;v12025;20260427;4b;2025
6983;3;COLEGIO JOSE MANUEL BALMACEDA FÉRNANDEZ;14;DE LOS RÍOS;142;DEL RANCO;14202;FUTRONO;142;Ranco;2;1;2;1;43;43;237;237;-21;2;-30;-15;-1;0;-1;-1;;;;;46.5;37.2;16.3;58.1;37.2;4.7;0;v12025;20260427;4b;2025
5901;3;ESC. BASICA VEGA REDONDA;9;DE LA ARAUCANÍA;91;CAUTÍN;9119;VILCÚN;92;Cautin Norte;2;1;1;2;22;22;272;216;9;-12;13;-27;0;0;1;-1;;;;;27.3;36.4;36.4;68.2;31.8;0;0;v12025;20260427;4b;2025
14314;6;COLEGIO THOMAS ALVA EDISON;5;DE VALPARAÍSO;58;MARGA MARG;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;3;2;4;1;28;29;263;242;-12;-9;-21;-28;0;0;-1;-1;;;;;35.7;21.4;42.9;41.4;48.3;10.3;0;v12025;20260427;4b;2025
24885;1;COLEGIO KING SCHOOL CORDILLERA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13112;LA PINTANA;136;Cordillera;3;2;2;1;80;79;251;253;-21;1;-16;1;-1;0;-1;0;;;;;50;17.5;32.5;44.3;39.2;16.5;0;v12025;20260427;4b;2025
12542;3;ESCUELA CALETA SAN MARCOS;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;6;4;1;2;12;12;242;220;9;-3;-17;-23;0;0;-1;-1;;;;;33.3;41.7;25;66.7;33.3;0;0;v12025;20260427;4b;2025
1181;9;ESCUELA BASICA LOS ANGELES;5;DE VALPARAÍSO;54;PETORCA;5402;CABILDO;51;Quillota - Petorca;2;1;1;2;1;1;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
3886;5;LICEO BICENTENARIO MANUEL JESUS ORTIZ;16;DE ÑUBLE;161;DIGUILLÍN;16108;SAN IGNACIO;161;Diguillín;2;1;1;1;15;15;271;249;-8;-27;12;6;0;-1;1;0;;;;;33.3;26.7;40;60;26.7;13.3;0;v12025;20260427;4b;2025
25526;2;ESCUELA PART.  CURACAVI COLLEGE;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13503;CURACAVÍ;135;Talagante;3;2;3;1;75;76;276;264;14;12;0;4;1;1;0;0;;;;;30.7;18.7;50.7;27.6;43.4;28.9;0;v12025;20260427;4b;2025
14706;0;COLEGIO SAN FRANCISCO;5;DE VALPARAÍSO;58;MARGA MARG;5802;LIMACHE;51;Quillota - Petorca;3;2;2;1;19;18;259;247;-11;-17;-8;-5;0;-1;0;0;;;;;47.4;10.5;42.1;44.4;38.9;16.7;0;v12025;20260427;4b;2025
24985;8;COLEGIO KENDAL ENGLISH SCHOOL ANEXO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;4;3;5;1;13;13;309;299;-9;0;7;7;0;0;0;0;;;;;0;30.8;69.2;7.7;30.8;61.5;0;v12025;20260427;4b;2025
4968;9;ESCUELA BÁSICA ARTÍSTICA ISAÍAS GUEVARA;8;DEL BIOBÍO;81;CONCEPCIÓN;8106;LOTA;83;Concepcion;6;4;1;1;7;6;287;230;0;-40;28;-13;0;-1;1;0;;;;;;;;;;;0;v12025;20260427;4b;2025
1722;1;ESCUELA BASICA DR ALDO FRANCIA BOIDO;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;6;4;3;1;15;15;271;258;13;26;-5;-2;0;1;0;0;;;;;13.3;40;46.7;46.7;33.3;20;0;v12025;20260427;4b;2025
2804;5;ESC. MANUEL RODRIGUEZ ERDOIZA;7;DEL MAULE;73;CURICÓ;7308;TENO;71;Curico;2;1;2;2;19;19;288;262;14;-4;21;10;0;0;1;1;;;;;21.1;21.1;57.9;15.8;68.4;15.8;0;v12025;20260427;4b;2025
2263;2;ESCUELA MUNICIPAL DE GULTRO;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6111;OLIVAR;61;Cachapoal;2;1;2;2;29;29;271;229;-8;-41;4;-23;0;-1;0;-1;;;;;27.6;20.7;51.7;69;27.6;3.4;0;v12025;20260427;4b;2025
3345;6;ESCUELA LOMAS DE PUTAGAN;7;DEL MAULE;74;LINARES;7402;COLBÚN;73;Linares;2;1;3;2;8;10;315;293;17;18;39;33;0;0;1;1;;;;;;;;0;50;50;0;v12025;20260427;4b;2025
24427;9;COLEGIO SAN VIATOR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13118;MACUL;133;Oriente;3;2;4;1;87;88;314;309;3;13;30;39;0;1;1;1;;;;;5.7;18.4;75.9;4.5;27.3;68.2;0;v12025;20260427;4b;2025
5194;2;ESCUELA ELOISA GONZALEZ;8;DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;84;Arauco;2;1;3;1;23;23;284;271;-12;-23;8;11;0;-1;0;1;;;;;21.7;26.1;52.2;30.4;39.1;30.4;0;v12025;20260427;4b;2025
3866;0;ESCUELA PARTICULAR LAS MARIPOSAS;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;4;2;36;37;264;249;-32;-35;-20;-21;-1;-1;-1;-1;;;;;30.6;38.9;30.6;51.4;32.4;16.2;0;v12025;20260427;4b;2025
12024;3;THE WESSEX SCHOOL;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;4;3;5;1;82;82;286;262;-1;7;-16;-30;0;0;-1;-1;;;;;15.9;29.3;54.9;34.1;43.9;22;0;v12025;20260427;4b;2025
20182;0;COLEGIO JUAN PABLO II;9;DE LA ARAUCANÍA;91;CAUTÍN;9103;CUNCO;92;Cautin Norte;3;2;3;1;26;26;259;235;-5;-19;-17;-25;0;-1;-1;-1;;;;;30.8;38.5;30.8;69.2;15.4;15.4;0;v12025;20260427;4b;2025
1281;5;ESCUELA REPUBLICA ARGENTINA;5;DE VALPARAÍSO;57;SAN FELIPE;5701;SAN FELIPE;52;San Felipe - Los Andes;2;1;3;1;24;23;285;242;22;0;9;-18;1;0;1;-1;;;;;16.7;29.2;54.2;56.5;26.1;17.4;0;v12025;20260427;4b;2025
3202;6;COLEGIO BICENTENARIO DE EXCELENCIA SAN;7;DEL MAULE;71;TALCA;7102;CONSTITUCIÓN;72;Talca;3;2;3;1;70;76;287;282;5;0;11;22;0;0;1;1;;;;;18.6;25.7;55.7;22.4;39.5;38.2;0;v12025;20260427;4b;2025
25423;1;COLEGIO PARTICULAR IGNACIO SERRANO;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;3;2;1;1;41;41;253;249;15;14;-6;6;1;1;0;1;;;;;41.5;29.3;29.3;46.3;41.5;12.2;0;v12025;20260427;4b;2025
8420;4;ESC. DE CONCENTRACION FRONTERIZA DOROTE;12;DE MAGALLANES Y DE LA ANT;124;ÚLTIMA ESP;12401;NATALES;121;Magallanes;6;4;4;2;1;1;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
7092;0;ESCUELA RURAL REHUEICO;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;6;4;2;2;3;3;256;238;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
9084;0;ESC.PRESIDENTE EDUARDO FREI MONTALVA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;1;1;4;1;83;84;290;272;1;2;6;2;0;0;1;0;;;;;18.1;19.3;62.7;22.6;46.4;31;0;v12025;20260427;4b;2025
11145;7;COLEGIO PARTICULAR CALASANZ;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;3;1;40;40;292;277;7;3;16;17;0;0;1;1;;;;;12.5;27.5;60;20;42.5;37.5;0;v12025;20260427;4b;2025
9817;5;COLEGIO PARTICULAR KENNEDY;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;3;2;3;1;40;40;274;244;-5;-17;-2;-16;0;-1;0;-1;;;;;32.5;20;47.5;55;27.5;17.5;0;v12025;20260427;4b;2025
10149;4;ESCUELA PARTICULAR RAPA NUI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13117;LO PRADO;134;Poniente;3;2;2;1;36;37;240;236;-52;-22;-27;-16;-1;-1;-1;-1;;;;;58.3;25;16.7;67.6;21.6;10.8;0;v12025;20260427;4b;2025
8821;8;LICEO MUNICIPALIZADO AMANDA LABARCA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13132;VITACURA;133;Oriente;2;1;4;1;83;85;305;297;-6;0;21;27;0;0;1;1;;;;;13.3;13.3;73.5;15.3;28.2;56.5;0;v12025;20260427;4b;2025
2160;1;ESCUELA PARTICULAR JULIO VALENZUELA;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;2;1;43;44;260;273;-6;20;-7;21;0;1;0;1;;;;;41.9;23.3;34.9;25;43.2;31.8;0;v12025;20260427;4b;2025
26110;6;COLEGIO SANTIAGO - QUILICURA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;3;2;4;1;76;76;273;253;-7;-9;-11;-17;0;0;-1;-1;;;;;28.9;27.6;43.4;42.1;46.1;11.8;0;v12025;20260427;4b;2025
10126;5;COMPLEJO EDUCACIONAL CERRO NAVIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13103;CERRO NAVIA;134;Poniente;6;4;2;1;14;17;267;275;43;40;0;23;1;1;0;1;;;;;28.6;28.6;42.9;23.5;47.1;29.4;0;v12025;20260427;4b;2025
4175;0;ESCUELA THOMAS JEFFERSON;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;3;1;42;43;301;281;15;20;25;21;1;1;1;1;;;;;7.1;19;73.8;23.3;39.5;37.2;0;v12025;20260427;4b;2025
25114;3;ESC. BASICA PART.IBEROAMERICANO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13112;LA PINTANA;136;Cordillera;3;2;2;1;51;58;274;242;;12;;-10;;1;;-1;2;;1;;25.5;27.5;47.1;50;41.4;8.6;0;v12025;20260427;4b;2025
3179;8;ESCUELA BARRANQUILLAS;7;DEL MAULE;71;TALCA;7102;CONSTITUCIÓN;72;Talca;6;4;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
2847;9;ESCUELA CASA BLANCA;7;DEL MAULE;73;CURICÓ;7304;MOLINA;71;Curico;2;1;1;2;31;31;295;292;0;-8;36;49;0;0;1;1;;;;;12.9;22.6;64.5;12.9;41.9;45.2;0;v12025;20260427;4b;2025
10272;5;ESCUELA BASICA CARLOS PRATS G.;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13107;HUECHURABA;137;Norte;2;1;1;1;45;46;245;233;12;11;-14;-10;0;0;-1;-1;;;;;44.4;26.7;28.9;56.5;39.1;4.3;0;v12025;20260427;4b;2025
454;5;ESCUELA GREGORIO CASTILLO MARÍN;3;DE ATACAMA;33;HUASCO;3301;VALLENAR;32;Huasco - Vallenar;6;4;2;1;72;69;288;290;2;11;21;38;0;1;1;1;;;;;15.3;26.4;58.3;14.5;40.6;44.9;0;v12025;20260427;4b;2025
12851;1;COLEGIO PADRE ALBERTO HURTADO;2;DE ANTOFAGASTA;22;EL LOA;2201;CALAMA;22;El Loa;3;2;4;1;75;77;288;271;-1;-4;4;1;0;0;0;0;;;;;20;20;60;29.9;41.6;28.6;0;v12025;20260427;4b;2025
6946;9;ESCUELA RURAL COMUNIDAD STA CARLA;14;DE LOS RÍOS;141;VALDIVIA;14104;LOS LAGOS;141;Valdivia;6;4;1;2;3;3;242;257;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
3697;8;ESCUELA BASICA CONFLUENCIA;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;2;1;2;2;0;2;;206;;;;;;;;;1;;1;1;;;;;;;0;v12025;20260427;4b;2025
40242;7;COLEGIO BICENTENARIO;5;DE VALPARAÍSO;54;PETORCA;5402;CABILDO;51;Quillota - Petorca;2;1;3;1;21;21;281;232;26;-17;5;-28;1;-1;0;-1;;;;;19;23.8;57.1;52.4;42.9;4.8;0;v12025;20260427;4b;2025
17766;0;COLEGIO SAN JOSE;16;DE ÑUBLE;163;PUNILLA;16301;SAN CARLOS;161;Diguillín;3;2;2;1;7;7;288;260;26;23;21;8;1;1;1;0;;;;;;;;;;;0;v12025;20260427;4b;2025
9625;3;ESCUELA BASICA VILLA LA CULTURA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13131;SAN RAMÓN;132;Sur;6;4;1;1;17;16;235;218;-25;-28;-24;-25;-1;-1;-1;-1;;;;;64.7;17.6;17.6;68.8;31.3;0;0;v12025;20260427;4b;2025
12502;4;COLEGIO  ANDINO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;4;3;5;1;63;63;313;307;7;6;11;15;0;0;1;1;;;;;7.9;15.9;76.2;6.3;31.7;61.9;0;v12025;20260427;4b;2025
803;6;ESC.CONCENTRACION FRONTERIZA DE TULAHUE;4;DE COQUIMBO;43;LIMARÍ;4303;MONTE PATRIA;42;Limari;2;1;1;1;17;17;263;239;34;15;4;-4;1;0;0;0;;;;;41.2;5.9;52.9;52.9;35.3;11.8;0;v12025;20260427;4b;2025
7633;3;ESCUELA CAPITAN ARTURO PRAT CHACON;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;3;1;36;38;294;292;6;37;18;32;0;1;1;1;;;;;16.7;22.2;61.1;13.2;42.1;44.7;0;v12025;20260427;4b;2025
16787;8;ESCUELA  BASICA  N°198 GREENFIELD SCHOO;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13601;TALAGANTE;135;Talagante;4;3;5;1;23;24;279;252;1;5;-23;-40;0;0;-1;-1;;;;;21.7;30.4;47.8;50;33.3;16.7;0;v12025;20260427;4b;2025
10836;7;ESCUELA BASICA F-N° 732 CHOROMBO ALTO;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13504;MARÍA PINTO;135;Talagante;1;1;2;2;26;26;290;276;15;20;23;24;0;1;1;1;;;;;11.5;38.5;50;19.2;50;30.8;0;v12025;20260427;4b;2025
1682;9;COLEGIO MIRAFLORES;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;6;4;2;1;20;21;245;237;-29;-59;-22;-15;-1;-1;-1;-1;;;;;50;20;30;71.4;19;9.5;0;v12025;20260427;4b;2025
3010;4;COLEGIO SAN FRANCISCO DE ASIS;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;3;1;22;21;297;286;9;16;21;26;0;0;1;1;;;;;13.6;22.7;63.6;14.3;38.1;47.6;0;v12025;20260427;4b;2025
2469;4;ESCUELA ABRAHAM LINCOLN DE AGUA BUENA;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6301;SAN FERNANDO;62;Colchagua;6;4;1;2;8;9;308;292;5;1;49;49;0;0;1;1;;;;;;;;;;;0;v12025;20260427;4b;2025
25615;3;COLEGIO POLIVALENTE SAINT PETER COLLEGE;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;2;1;31;29;235;238;-41;-18;-32;-14;-1;-1;-1;-1;;;;;58.1;22.6;19.4;58.6;34.5;6.9;0;v12025;20260427;4b;2025
22220;8;COLEGIO FRANCISCO COLOANE;10;DE LOS LAGOS;102;CHILOÉ;10209;QUEMCHI;102;Chiloe;3;2;2;2;3;3;295;266;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
408;1;ESCUELA PEDRO LEÓN GALLO;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;31;Copiapo - Chanaral;6;4;2;1;82;82;280;246;14;-7;13;-6;1;0;1;-1;;;;;19.5;30.5;50;51.2;31.7;17.1;0;v12025;20260427;4b;2025
995;4;ESCUELA PARTICULAR CAREN;4;DE COQUIMBO;42;CHOAPA;4201;ILLAPEL;43;Choapa;3;2;;2;0;0;;;;;;;;;;;;;;;;;;;;;2;v12025;20260427;4b;2025
7069;6;ESCUELA RURAL COZ COZ;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;6;4;3;2;2;2;211;176;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
1490;7;ESCUELA BÁSICA QUEBRADA DE ALVARADO;5;DE VALPARAÍSO;58;MARGA MARG;5803;OLMUÉ;51;Quillota - Petorca;2;1;3;2;21;24;301;270;1;-26;25;10;0;-1;1;1;;;;;14.3;9.5;76.2;25;41.7;33.3;0;v12025;20260427;4b;2025
4908;5;ESCUELA ALEJANDRO VARELA SANTA MARIA;8;DEL BIOBÍO;81;CONCEPCIÓN;8105;HUALQUI;83;Concepcion;6;4;1;2;7;7;280;251;57;52;21;8;1;1;1;0;;;;;;;;;;;0;v12025;20260427;4b;2025
15728;7;COLEGIO MUNICIPAL HUALLILEN;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6103;COINCO;61;Cachapoal;2;1;2;1;14;14;290;277;6;27;23;25;0;1;1;1;;;;;14.3;21.4;64.3;14.3;64.3;21.4;0;v12025;20260427;4b;2025
431;6;LICEO SAGRADO CORAZÓN;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;31;Copiapo - Chanaral;3;2;3;1;64;67;265;223;3;3;-11;-37;0;0;-1;-1;;;;;34.4;28.1;37.5;79.1;19.4;1.5;0;v12025;20260427;4b;2025
972;5;ESCUELA BASICA JORGE ARACENA RAMOS;4;DE COQUIMBO;42;CHOAPA;4201;ILLAPEL;43;Choapa;2;1;3;1;26;26;275;272;-35;0;-1;12;-1;0;0;1;;;;;26.9;34.6;38.5;15.4;57.7;26.9;0;v12025;20260427;4b;2025
11792;7;LICEO PARTIC.ALBERTO MAGNO LA FLORIDA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;2;1;87;87;263;238;17;-1;-4;-14;1;0;0;-1;;;;;36.8;29.9;33.3;54;39.1;6.9;0;v12025;20260427;4b;2025
22366;2;COLEGIO ROBERT PACE;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;3;2;2;1;23;23;255;230;-10;-12;-12;-22;0;0;-1;-1;;;;;43.5;26.1;30.4;60.9;34.8;4.3;0;v12025;20260427;4b;2025
5054;7;ESCUELA BASICA SAN PEDRO DE LARAQUETE;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;84;Arauco;2;1;2;2;13;13;282;285;8;22;15;33;0;1;1;1;;;;;23.1;23.1;53.8;7.7;53.8;38.5;0;v12025;20260427;4b;2025
40219;2;COLEGIO SAGRADA FAMILIA;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6104;COLTAUCO;61;Cachapoal;3;2;3;1;16;16;301;303;-10;-4;25;43;0;0;1;1;;;;;18.8;25;56.3;12.5;25;62.5;0;v12025;20260427;4b;2025
10464;7;ESCUELA VILLA PEDRO AGUIRRE CERDA;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;1;1;2;1;25;25;248;236;8;2;-19;-16;0;0;-1;-1;;;;;56;20;24;56;40;4;0;v12025;20260427;4b;2025
16415;1;COLEGIO RAUQUEN;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;3;1;111;114;282;282;-1;-13;6;22;0;-1;1;1;;;;;25.2;25.2;49.5;18.4;41.2;40.4;0;v12025;20260427;4b;2025
7441;1;COLEGIO BICENTENARIO DE EXCELENCIA QUIL;10;DE LOS LAGOS;103;OSORNO;10307;SAN PABLO;103;Osorno;3;2;2;2;4;4;321;308;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
9362;9;COLEGIO PARTICULAR LA CONCEPCION;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;4;1;55;57;278;270;-3;9;-6;0;0;0;-1;0;;;;;21.8;30.9;47.3;29.8;36.8;33.3;0;v12025;20260427;4b;2025
5532;8;ESCUELA PARTICULAR TRULAUQUEN;9;DE LA ARAUCANÍA;92;MALLECO;9208;PURÉN;91;Malleco;3;2;1;2;4;4;250;204;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
1204;1;ESCUELA BASICA GRAL.JOSE MIGUEL CARRERA;5;DE VALPARAÍSO;53;LOS ANDES;5301;LOS ANDES;52;San Felipe - Los Andes;2;1;2;1;12;13;262;241;-33;-45;-5;-11;-1;-1;0;-1;;;;;25;50;25;38.5;61.5;0;0;v12025;20260427;4b;2025
6528;5;ESCUELA BASICA BAJO YUPEHUE;9;DE LA ARAUCANÍA;91;CAUTÍN;9102;CARAHUE;92;Cautin Norte;6;4;;2;0;0;;;;;;;;;;;;;;;;;;;;;2;v12025;20260427;4b;2025
3611;0;ESCUELA BLANCA BUSTOS CASTILLO;7;DEL MAULE;72;CAUQUENES;7203;PELLUHUE;74;Cauquenes;6;4;2;2;18;19;281;252;9;-12;14;0;0;0;1;0;;;;;22.2;16.7;61.1;36.8;42.1;21.1;0;v12025;20260427;4b;2025
2532;1;COLEGIO LIBERTADOR O´HIGGINS DE CHEPICA;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6302;CHÉPICA;62;Colchagua;2;1;2;1;67;70;294;274;15;17;27;22;1;1;1;1;;;;;16.4;19.4;64.2;24.3;47.1;28.6;0;v12025;20260427;4b;2025
